State,County/ Congressional District,Veteran Population,Year
California,EL DORADO,16792,2013
California,MONTEREY,21572,2013
California,SIERRA,440,2013
Georgia,DODGE,1499,2013
Georgia,CHEROKEE,14589,2013
Georgia,LEE,2267,2013
Georgia,PICKENS,2768,2013
Georgia,COOK,1147,2013
Georgia,FULTON,47038,2013
Hawaii,HAWAII,15729,2013
Hawaii,KAUAI,4680,2013
Idaho,CASSIA,1340,2013
Idaho,LINCOLN,292,2013
Idaho,FRANKLIN,785,2013
Idaho,CANYON,13416,2013
Idaho,LATAH,2141,2013
Idaho,BENEWAH,1019,2013
Idaho,CLARK,41,2013
Idaho,FREMONT,953,2013
Idaho,IDAHO,1877,2013
Idaho,POWER,478,2013
Illinois,MADISON,23227,2013
Illinois,MERCER,1471,2013
Illinois,SANGAMON,15997,2013
Illinois,RANDOLPH,3052,2013
Illinois,OGLE,4112,2013
Illinois,STEPHENSON,3913,2013
Illinois,WHITE,1374,2013
Illinois,HENDERSON,831,2013
Illinois,MCLEAN,10227,2013
Illinois,PIKE,1146,2013
Illinois,ROCK ISLAND,12099,2013
Illinois,WABASH,918,2013
Illinois,CUMBERLAND,982,2013
Virginia,DICKENSON,955,2013
Virginia,LOUDOUN,20436,2013
Virginia,ROANOKE,8535,2013
Virginia,HIGHLAND,272,2013
Virginia,GLOUCESTER,4457,2013
Virginia,POWHATAN,2390,2013
Virginia,FAUQUIER,6424,2013
Virginia,CHESAPEAKE CITY,25990,2013
Virginia,ALBEMARLE,6838,2013
Virginia,BEDFORD,7104,2013
Virginia,WISE,2901,2013
Virginia,PORTSMOUTH CITY,10778,2013
Virginia,ALLEGHANY,1435,2013
Virginia,GALAX CITY,559,2013
Virginia,NORTHUMBERLAND,1710,2013
Virginia,WARREN,3584,2013
Virginia,FREDERICKSBURG CITY,1934,2013
Virginia,ARLINGTON,12638,2013
Virginia,HOPEWELL CITY,1879,2013
Virginia,FREDERICK,7459,2013
Virginia,YORK,9868,2013
Virginia,NELSON,1327,2013
Virginia,PITTSYLVANIA,5165,2013
Virginia,FALLS CHURCH CITY,686,2013
Virginia,POQUOSON CITY,1363,2013
Virginia,WAYNESBORO CITY,1828,2013
Virginia,SALEM CITY,2222,2013
Virginia,NORFOLK CITY,28126,2013
Virginia,FAIRFAX,83545,2013
Washington,KITTITAS,3622,2013
Washington,BENTON,14541,2013
Washington,FERRY,891,2013
Washington,DOUGLAS,3107,2013
Washington,PIERCE,87547,2013
Washington,FRANKLIN,3416,2013
Washington,WHATCOM,14744,2013
West Virginia,HAMPSHIRE,1448,2013
West Virginia,DODDRIDGE,795,2013
West Virginia,MARION,5029,2013
West Virginia,HANCOCK,2842,2013
West Virginia,NICHOLAS,1916,2013
West Virginia,TUCKER,712,2013
West Virginia,ROANE,1206,2013
West Virginia,WOOD,8194,2013
West Virginia,MASON,2950,2013
West Virginia,PLEASANTS,674,2013
West Virginia,JEFFERSON,4753,2013
West Virginia,PENDLETON,743,2013
West Virginia,OHIO,3745,2013
West Virginia,CALHOUN,635,2013
West Virginia,RALEIGH,7849,2013
West Virginia,BARBOUR,1312,2013
West Virginia,WAYNE,3522,2013
Puerto Rico,GUAYANILLA,546,2013
Puerto Rico,SABANA GRANDE,823,2013
Puerto Rico,GUANICA,552,2013
Puerto Rico,NAGUABO,826,2013
Puerto Rico,UTUADO,566,2013
Puerto Rico,CATANO,778,2013
Puerto Rico,GUAYAMA,997,2013
Puerto Rico,GURABO,1323,2013
Puerto Rico,BARCELONETA,674,2013
Puerto Rico,GUAYNABO,3149,2013
Puerto Rico,FAJARDO,1820,2013
Puerto Rico,RINCON,451,2013
Puerto Rico,YABUCOA,777,2013
Puerto Rico,CANOVANAS,926,2013
Puerto Rico,DORADO,1387,2013
Puerto Rico,OROCOVIS,522,2013
Puerto Rico,CEIBA,601,2013
Puerto Rico,COMERIO,261,2013
Puerto Rico,LARES,483,2013
Puerto Rico,SAN JUAN,12506,2013
Puerto Rico,MARICAO,171,2013
Montana,PHILLIPS,385,2013
Nebraska,BLAINE,46,2013
Nebraska,DEUEL,238,2013
Nebraska,LOGAN,54,2013
Nebraska,THAYER,477,2013
Nebraska,ADAMS,2511,2013
Nebraska,BOONE,514,2013
Nebraska,ROCK,124,2013
Nebraska,SHERMAN,256,2013
Nebraska,HOWARD,608,2013
Nebraska,GOSPER,161,2013
Nebraska,SARPY,18098,2013
Nebraska,BOYD,219,2013
Nebraska,FILLMORE,502,2013
Nebraska,HOOKER,73,2013
Nebraska,SEWARD,1113,2013
Nebraska,WEBSTER,330,2013
Nebraska,BUTLER,795,2013
Nebraska,ARTHUR,31,2013
Nebraska,GAGE,1926,2013
Nebraska,KEARNEY,590,2013
Nebraska,MADISON,2387,2013
Nebraska,PHELPS,722,2013
Nebraska,WAYNE,802,2013
Nebraska,KNOX,825,2013
Nebraska,MERRICK,822,2013
Nebraska,PAWNEE,201,2013
Nebraska,WHEELER,71,2013
Nevada,LANDER,530,2013
Nevada,ESMERALDA,108,2013
Nevada,MINERAL,813,2013
Nevada,LINCOLN,591,2013
Nevada,WASHOE,36058,2013
Nevada,CARSON CITY,6232,2013
New Hampshire,MERRIMACK,12976,2013
New Hampshire,BELKNAP,6380,2013
New Hampshire,STRAFFORD,10446,2013
New Jersey,MONMOUTH,35366,2013
New Jersey,SUSSEX,9652,2013
New Jersey,ESSEX,27099,2013
New Jersey,GLOUCESTER,19351,2013
New Jersey,PASSAIC,16098,2013
New Jersey,BERGEN,37238,2013
New Jersey,WARREN,7042,2013
New Jersey,BURLINGTON,36014,2013
New Mexico,LUNA,2177,2013
New Mexico,TAOS,3103,2013
New Mexico,COLFAX,1390,2013
New Mexico,HARDING,103,2013
New Mexico,QUAY,880,2013
Mississippi,NOXUBEE,379,2013
Mississippi,TATE,1585,2013
Mississippi,PANOLA,1901,2013
Mississippi,YALOBUSHA,929,2013
Mississippi,COPIAH,1785,2013
Mississippi,HINDS,14001,2013
Mississippi,UNION,1681,2013
Mississippi,TIPPAH,1274,2013
Mississippi,FORREST,5360,2013
Mississippi,LAFAYETTE,2287,2013
Mississippi,LOWNDES,5251,2013
Mississippi,WILKINSON,386,2013
Mississippi,JEFFERSON DAVIS,600,2013
Mississippi,SCOTT,1264,2013
Mississippi,YAZOO,1658,2013
Mississippi,BOLIVAR,1434,2013
Mississippi,PIKE,2235,2013
Mississippi,STONE,1520,2013
Mississippi,KEMPER,579,2013
Mississippi,SUNFLOWER,1321,2013
Mississippi,ADAMS,2028,2013
Mississippi,DESOTO,11011,2013
Pennsylvania,DELAWARE,34153,2013
Pennsylvania,SOMERSET,6814,2013
Missouri,MADISON,1038,2013
Missouri,VERNON,1561,2013
Missouri,NODAWAY,1277,2013
Missouri,CHARITON,646,2013
Missouri,WAYNE,1314,2013
Missouri,SCOTT,3010,2013
Missouri,BARTON,991,2013
Missouri,CEDAR,1478,2013
Missouri,GASCONADE,1329,2013
Missouri,MACON,1395,2013
Missouri,OREGON,1120,2013
Missouri,STE. GENEVIEVE,1673,2013
Missouri,DOUGLAS,1425,2013
Missouri,HENRY,2212,2013
Missouri,LAWRENCE,3803,2013
Missouri,PULASKI,7259,2013
Missouri,TEXAS,2703,2013
Missouri,CALLAWAY,3710,2013
Missouri,COOPER,1392,2013
Missouri,GENTRY,604,2013
Missouri,MISSISSIPPI,1020,2013
Missouri,OZARK,1374,2013
Missouri,BOLLINGER,1111,2013
Missouri,KNOX,364,2013
Missouri,MONTGOMERY,1125,2013
Missouri,STODDARD,2906,2013
Missouri,AUDRAIN,1954,2013
Missouri,GREENE,23944,2013
Missouri,SAINT CLAIR,1004,2013
Missouri,SCHUYLER,299,2013
Missouri,CAMDEN,5092,2013
Missouri,JEFFERSON,17825,2013
Missouri,NEW MADRID,1681,2013
Missouri,RALLS,1042,2013
Montana,CUSTER,1178,2013
Montana,POWDER RIVER,136,2013
Montana,ROOSEVELT,504,2013
Montana,LIBERTY,143,2013
Montana,RICHLAND,759,2013
Montana,TOOLE,722,2013
Montana,DANIELS,178,2013
Montana,JUDITH BASIN,242,2013
Montana,DEER LODGE,1227,2013
Montana,MCCONE,181,2013
Montana,ROSEBUD,786,2013
Montana,DAWSON,825,2013
Montana,BROADWATER,708,2013
New York,SCHOHARIE,2798,2013
New York,FULTON,4538,2013
New York,RENSSELAER,11424,2013
New York,FRANKLIN,4002,2013
New York,QUEENS,56402,2013
New York,WASHINGTON,5811,2013
New York,NEW YORK,41775,2013
New York,CAYUGA,6608,2013
New York,ROCKLAND,11742,2013
New York,NIAGARA,17481,2013
New York,ESSEX,3694,2013
New York,NASSAU,61803,2013
New York,SCHUYLER,1655,2013
New York,CHENANGO,4096,2013
New York,JEFFERSON,10847,2013
New York,SUFFOLK,83254,2013
New York,WYOMING,3188,2013
New York,OSWEGO,9170,2013
New York,WAYNE,6662,2013
New York,BROOME,14650,2013
New York,ERIE,64780,2013
New York,SULLIVAN,5849,2013
New York,ORANGE,22820,2013
North Carolina,HAYWOOD,6138,2013
North Carolina,FORSYTH,25296,2013
North Carolina,BLADEN,2164,2013
North Carolina,CARTERET,9062,2013
North Carolina,BERTIE,1199,2013
North Carolina,MARTIN,1691,2013
North Carolina,PERQUIMANS,1595,2013
North Carolina,ROCKINGHAM,6818,2013
North Carolina,CAMDEN,1087,2013
North Carolina,GASTON,15458,2013
North Carolina,MOORE,10134,2013
North Carolina,STANLY,4315,2013
North Carolina,YANCEY,1297,2013
North Carolina,CHATHAM,5598,2013
North Carolina,JOHNSTON,12752,2013
North Carolina,PERSON,2824,2013
North Carolina,ASHE,2320,2013
North Carolina,LENOIR,4369,2013
North Carolina,ONSLOW,22379,2013
North Carolina,RUTHERFORD,5593,2013
North Carolina,YADKIN,2514,2013
North Carolina,BURKE,6383,2013
North Dakota,TRAILL,746,2013
North Dakota,DICKEY,396,2013
North Dakota,WARD,6213,2013
North Dakota,PEMBINA,680,2013
North Dakota,HETTINGER,241,2013
North Dakota,CASS,10037,2013
North Dakota,EMMONS,348,2013
North Dakota,RICHLAND,1104,2013
North Dakota,ADAMS,225,2013
North Dakota,EDDY,209,2013
North Dakota,MERCER,754,2013
North Dakota,RANSOM,432,2013
North Dakota,SIOUX,209,2013
North Dakota,GOLDEN VALLEY,89,2013
North Dakota,TOWNER,164,2013
North Dakota,DIVIDE,189,2013
North Dakota,SARGENT,305,2013
Ohio,MEIGS,2018,2013
Ohio,CHAMPAIGN,3404,2013
Ohio,GREENE,17876,2013
Florida,CHARLOTTE,24867,2013
Florida,MARTIN,16999,2013
Florida,SARASOTA,47357,2013
Florida,CITRUS,21097,2013
Florida,SANTA ROSA,20921,2013
Florida,BROWARD,92575,2013
Florida,MONROE,7691,2013
Georgia,UNION,2544,2013
Georgia,WHITE,2222,2013
Georgia,PAULDING,10479,2013
Georgia,RICHMOND,20693,2013
Georgia,BERRIEN,1453,2013
Georgia,BARROW,4968,2013
Georgia,CLINCH,479,2013
Georgia,GRADY,1743,2013
Georgia,WHITFIELD,5376,2013
Georgia,MACON,895,2013
Georgia,HARRIS,3578,2013
Georgia,WORTH,1811,2013
Georgia,DOOLY,1214,2013
Georgia,WEBSTER,110,2013
Georgia,GLASCOCK,181,2013
Georgia,CHATHAM,24730,2013
Georgia,JOHNSON,729,2013
Georgia,MADISON,1787,2013
Georgia,TIFT,1993,2013
Georgia,TALBOT,541,2013
Georgia,TERRELL,668,2013
Georgia,WILKINSON,613,2013
Georgia,RANDOLPH,576,2013
Georgia,WARE,2528,2013
Georgia,WILCOX,609,2013
Georgia,IRWIN,923,2013
Georgia,BACON,502,2013
Georgia,BURKE,1490,2013
Georgia,CHATTAHOOCHEE,581,2013
Georgia,DECATUR,1577,2013
Georgia,HABERSHAM,3319,2013
Georgia,MCINTOSH,1468,2013
Georgia,MONROE,2069,2013
Georgia,TALIAFERRO,104,2013
Georgia,BRYAN,3253,2013
Georgia,CAMDEN,6625,2013
Georgia,CRAWFORD,887,2013
Georgia,COFFEE,2488,2013
Georgia,GILMER,2397,2013
Georgia,WALTON,5764,2013
Arkansas,INDEPENDENCE,2826,2013
Arkansas,LINCOLN,901,2013
Arkansas,LOGAN,2058,2013
Arkansas,GRANT,1594,2013
Arkansas,CRITTENDEN,3541,2013
Arkansas,FRANKLIN,1643,2013
Arkansas,FAULKNER,8027,2013
Arkansas,PIKE,862,2013
Arkansas,JEFFERSON,5858,2013
Arkansas,MARION,2267,2013
Arkansas,MONTGOMERY,1139,2013
Arkansas,SCOTT,961,2013
Arkansas,SEARCY,745,2013
Arkansas,SEBASTIAN,10175,2013
Arkansas,CRAWFORD,5321,2013
Arkansas,BENTON,16452,2013
Arkansas,CHICOT,905,2013
Arkansas,HOT SPRING,3202,2013
Arkansas,JOHNSON,1887,2013
Arkansas,LEE,485,2013
Arkansas,MADISON,1279,2013
Arkansas,FULTON,1358,2013
Arkansas,HOWARD,875,2013
Arkansas,MISSISSIPPI,3002,2013
Arkansas,PRAIRIE,824,2013
Arkansas,UNION,3090,2013
Arkansas,CLEBURNE,3158,2013
Arkansas,CLEVELAND,630,2013
Arkansas,HEMPSTEAD,1556,2013
Arkansas,SHARP,2092,2013
Arkansas,WASHINGTON,12056,2013
Arkansas,ASHLEY,1370,2013
Arkansas,CRAIGHEAD,6727,2013
Arkansas,LAFAYETTE,534,2013
Ohio,LAWRENCE,5615,2013
Ohio,MORGAN,1319,2013
Ohio,WYANDOT,1619,2013
Ohio,ERIE,6908,2013
Ohio,LOGAN,3460,2013
Ohio,SUMMIT,40983,2013
Ohio,SHELBY,3468,2013
Ohio,WILLIAMS,3130,2013
Ohio,COLUMBIANA,10047,2013
Ohio,FULTON,2755,2013
Ohio,GALLIA,2339,2013
Ohio,MAHONING,19811,2013
Ohio,SCIOTO,6446,2013
Ohio,MORROW,2884,2013
Ohio,PREBLE,3780,2013
Ohio,ALLEN,8285,2013
Ohio,CRAWFORD,3532,2013
Ohio,GUERNSEY,3357,2013
Ohio,MERCER,3104,2013
Ohio,CLARK,13743,2013
Ohio,LORAIN,23691,2013
Ohio,MONTGOMERY,45106,2013
Ohio,WARREN,15059,2013
Ohio,ASHTABULA,9241,2013
Oklahoma,KAY,3822,2013
Oklahoma,CRAIG,1412,2013
Oklahoma,CANADIAN,9983,2013
Oklahoma,LATIMER,934,2013
Oklahoma,TEXAS,835,2013
Oklahoma,PUSHMATAHA,1134,2013
Oklahoma,JOHNSTON,936,2013
Oklahoma,BEAVER,319,2013
Oklahoma,HUGHES,1016,2013
Oklahoma,COMANCHE,15672,2013
Oklahoma,ADAIR,1691,2013
Oklahoma,STEPHENS,4352,2013
Oklahoma,CARTER,4039,2013
Oklahoma,GREER,538,2013
Oklahoma,MCINTOSH,2165,2013
Oklahoma,MURRAY,1346,2013
Oklahoma,OTTAWA,2749,2013
Oklahoma,WAGONER,6644,2013
Oklahoma,CADDO,2704,2013
Oklahoma,MUSKOGEE,6266,2013
Oklahoma,BRYAN,3269,2013
Oregon,JACKSON,22618,2013
Oregon,GRANT,894,2013
Oregon,CLACKAMAS,30645,2013
Oregon,TILLAMOOK,2778,2013
Oregon,JOSEPHINE,10265,2013
Oregon,UMATILLA,6356,2013
Oregon,COLUMBIA,5505,2013
Oregon,WASCO,2450,2013
Oregon,LANE,31009,2013
Oregon,WASHINGTON,32864,2013
Oregon,CLATSOP,3979,2013
Pennsylvania,CAMERON,612,2013
Pennsylvania,BUCKS,40571,2013
Pennsylvania,LEHIGH,23497,2013
Pennsylvania,CLARION,3011,2013
Pennsylvania,GREENE,3657,2013
Pennsylvania,LUZERNE,28639,2013
Pennsylvania,COLUMBIA,5124,2013
Pennsylvania,JEFFERSON,3802,2013
Pennsylvania,PERRY,4083,2013
Pennsylvania,SULLIVAN,774,2013
Rhode Island,KENT,13771,2013
Rhode Island,WASHINGTON,9875,2013
South Carolina,NEWBERRY,2679,2013
South Carolina,CLARENDON,2909,2013
South Carolina,SUMTER,11981,2013
South Carolina,BARNWELL,1535,2013
South Carolina,DARLINGTON,4771,2013
South Carolina,YORK,16892,2013
South Carolina,CHEROKEE,3620,2013
South Carolina,JASPER,1604,2013
South Carolina,LEE,1131,2013
South Carolina,ABBEVILLE,1944,2013
South Dakota,LYMAN,350,2013
South Dakota,DEUEL,456,2013
South Dakota,BON HOMME,671,2013
South Dakota,FALL RIVER,1054,2013
South Dakota,JACKSON,210,2013
South Dakota,HYDE,120,2013
South Dakota,HUTCHINSON,500,2013
South Dakota,BUFFALO,79,2013
South Dakota,DEWEY,309,2013
South Dakota,HARDING,69,2013
South Dakota,ROBERTS,790,2013
South Dakota,LINCOLN,2947,2013
South Dakota,LAWRENCE,2459,2013
South Dakota,BEADLE,1379,2013
South Dakota,DAVISON,1541,2013
South Dakota,JERAULD,178,2013
South Dakota,HAAKON,119,2013
South Dakota,MEADE,3276,2013
South Dakota,BROWN,2556,2013
South Dakota,MCCOOK,471,2013
South Dakota,MOODY,548,2013
South Dakota,TODD,497,2013
South Dakota,MINER,185,2013
Tennessee,SUMNER,12953,2013
Tennessee,TROUSDALE,572,2013
Tennessee,CLAY,499,2013
Tennessee,SHELBY,58540,2013
Tennessee,HENDERSON,2093,2013
Tennessee,JEFFERSON,4980,2013
Tennessee,SEQUATCHIE,864,2013
Tennessee,CARROLL,2429,2013
Tennessee,DAVIDSON,38947,2013
Tennessee,PERRY,673,2013
Tennessee,MEIGS,1024,2013
Tennessee,HAYWOOD,1101,2013
Tennessee,MONTGOMERY,24920,2013
Tennessee,GRUNDY,1001,2013
Tennessee,COCKE,3385,2013
Tennessee,DEKALB,1334,2013
Tennessee,LEWIS,1255,2013
Tennessee,OBION,2553,2013
Tennessee,TIPTON,5189,2013
Tennessee,DYER,3083,2013
Tennessee,HAMILTON,25822,2013
Tennessee,POLK,1165,2013
Tennessee,WHITE,2279,2013
Tennessee,SULLIVAN,14321,2013
Wisconsin,WINNEBAGO,12863,2013
Maryland,CALVERT,8561,2013
Maryland,MONTGOMERY,48402,2013
Maryland,SAINT MARY'S,12902,2013
Maryland,DORCHESTER,3298,2013
Maryland,CECIL,8512,2013
Massachusetts,BARNSTABLE,21360,2013
Massachusetts,BERKSHIRE,10389,2013
Massachusetts,PLYMOUTH,35024,2013
Massachusetts,NORFOLK,38108,2013
Massachusetts,NANTUCKET,510,2013
Michigan,MONROE,11417,2013
Michigan,HILLSDALE,3707,2013
Michigan,OCEANA,2394,2013
Michigan,CLARE,3196,2013
Michigan,KEWEENAW,351,2013
Michigan,OTTAWA,14254,2013
Michigan,ALPENA,2800,2013
Michigan,MIDLAND,5991,2013
Michigan,OGEMAW,2343,2013
Michigan,CRAWFORD,1611,2013
Michigan,GRATIOT,3063,2013
Michigan,LENAWEE,7598,2013
Michigan,MACKINAC,1265,2013
Michigan,HOUGHTON,2979,2013
Michigan,LAKE,1272,2013
Michigan,PRESQUE ISLE,1503,2013
Michigan,KALAMAZOO,15405,2013
Michigan,NEWAYGO,4144,2013
Michigan,CALHOUN,11349,2013
Michigan,KENT,34393,2013
Michigan,SAGINAW,15153,2013
Michigan,BAY,8948,2013
Michigan,DELTA,4361,2013
Minnesota,KOOCHICHING,1225,2013
Minnesota,MORRISON,2884,2013
Minnesota,STEELE,2630,2013
Minnesota,AITKIN,2092,2013
Minnesota,MURRAY,827,2013
Minnesota,KANDIYOHI,2922,2013
Minnesota,ROCK,893,2013
Minnesota,TRAVERSE,384,2013
Minnesota,HENNEPIN,65058,2013
Minnesota,CHIPPEWA,797,2013
Alabama,COOSA,934,2013
Kentucky,ANDERSON,1504,2013
Kentucky,BRECKINRIDGE,1707,2013
Kentucky,FLOYD,2070,2013
Kentucky,FRANKLIN,4043,2013
Kentucky,KENTON,11814,2013
Kentucky,MCCREARY,1076,2013
Kentucky,MADISON,5769,2013
Kentucky,MAGOFFIN,471,2013
Kentucky,METCALFE,560,2013
Kentucky,OWSLEY,244,2013
Kentucky,ROWAN,1231,2013
Kentucky,SIMPSON,1129,2013
Kentucky,TAYLOR,1469,2013
Kentucky,CLARK,2662,2013
Kentucky,TODD,879,2013
Kentucky,CARLISLE,398,2013
Kentucky,CARROLL,777,2013
Alabama,DALE,6730,2013
Alabama,HALE,995,2013
Alabama,ETOWAH,8638,2013
Alabama,DEKALB,4371,2013
Alabama,ESCAMBIA,2995,2013
Alabama,LAMAR,1127,2013
Alabama,RANDOLPH,1598,2013
Alabama,BUTLER,1497,2013
Alabama,MOBILE,33586,2013
Alabama,PERRY,670,2013
Alabama,WALKER,5353,2013
Alabama,CLEBURNE,989,2013
Alabama,CONECUH,1101,2013
Alabama,GREENE,502,2013
Alabama,BARBOUR,2120,2013
Alabama,BIBB,1327,2013
Alabama,BULLOCK,636,2013
Alabama,CALHOUN,11385,2013
Alabama,CLARKE,1583,2013
Alabama,FAYETTE,1221,2013
Alabama,MARSHALL,7192,2013
Alabama,BLOUNT,4540,2013
Alabama,MADISON,34203,2013
Alabama,AUTAUGA,5922,2013
Alabama,GENEVA,2336,2013
Alaska,ALEUTIANS WEST,354,2013
Alaska,BRISTOL BAY,91,2013
Alaska,NORTHWEST ARCTIC,367,2013
Alaska,BETHEL,909,2013
Alaska,WADE HAMPTON,351,2013
Alaska,SITKA,757,2013
Alaska,KETCHIKAN GATEWAY,1421,2013
Alaska,MATANUSKA-SUSITNA,9600,2013
Alaska,DILLINGHAM,214,2013
Alaska,HAINES,282,2013
Alaska,JUNEAU,2739,2013
Alaska,LAKE AND PENINSULA,79,2013
Alaska,YUKON-KOYUKUK,419,2013
Alaska,ANCHORAGE,30292,2013
Alaska,DENALI,198,2013
Alaska,VALDEZ-CORDOVA,895,2013
Alaska,HOONAH-ANGOON,172,2013
Alaska,SKAGWAY,47,2013
Alaska,PRINCE OF WALES-HYDER,492,2013
Arizona,PIMA,92409,2013
Arizona,MARICOPA,271518,2013
Arizona,GRAHAM,2695,2013
Arizona,SANTA CRUZ,2223,2013
Arizona,LA PAZ,3044,2013
Arizona,MOHAVE,26193,2013
Arizona,COCONINO,8084,2013
Arizona,YAVAPAI,27950,2013
Arizona,GREENLEE,820,2013
Arizona,PINAL,35852,2013
Arkansas,NEVADA,762,2013
Arkansas,CROSS,1189,2013
Arkansas,DALLAS,444,2013
Arkansas,COLUMBIA,1508,2013
Indiana,OHIO,553,2013
Indiana,OWEN,2049,2013
Indiana,PARKE,1398,2013
Indiana,RANDOLPH,1971,2013
Indiana,WHITLEY,2628,2013
Indiana,BENTON,638,2013
Indiana,BROWN,1704,2013
Indiana,CLINTON,2051,2013
Indiana,PUTNAM,2769,2013
Indiana,UNION,588,2013
Indiana,WASHINGTON,2041,2013
Indiana,DAVIESS,1942,2013
Indiana,DEARBORN,3727,2013
Indiana,HENRY,4313,2013
Indiana,KNOX,2712,2013
Indiana,LAWRENCE,4192,2013
Indiana,MADISON,10329,2013
Kentucky,CLINTON,752,2013
Kentucky,ESTILL,938,2013
Louisiana,RICHLAND PARISH,1003,2013
Louisiana,SAINT MARTIN PARISH,3009,2013
Louisiana,WINN PARISH,940,2013
Louisiana,EAST BATON ROUGE PARISH,25555,2013
Louisiana,ALLEN PARISH,1686,2013
Louisiana,MADISON PARISH,738,2013
Louisiana,SAINT JAMES PARISH,1347,2013
Louisiana,GRANT PARISH,1748,2013
Louisiana,JEFFERSON PARISH,27133,2013
Louisiana,BEAUREGARD PARISH,3488,2013
Louisiana,BOSSIER PARISH,12194,2013
Louisiana,EAST FELICIANA PARISH,1261,2013
Louisiana,SAINT JOHN THE BAPTIST PARISH,2525,2013
Louisiana,OUACHITA PARISH,10139,2013
Louisiana,RAPIDES PARISH,10775,2013
Louisiana,SAINT LANDRY PARISH,4489,2013
Louisiana,TANGIPAHOA PARISH,7736,2013
Louisiana,SAINT MARY PARISH,3574,2013
Louisiana,WEST CARROLL PARISH,698,2013
Louisiana,UNION PARISH,1730,2013
Louisiana,CALDWELL PARISH,698,2013
Louisiana,EAST CARROLL PARISH,251,2013
Louisiana,LAFAYETTE PARISH,13976,2013
Louisiana,EVANGELINE PARISH,1781,2013
Louisiana,LINCOLN PARISH,2587,2013
Louisiana,SAINT BERNARD PARISH,1564,2013
Louisiana,WEBSTER PARISH,3407,2013
Louisiana,WEST BATON ROUGE PARISH,1365,2013
Louisiana,IBERVILLE PARISH,1961,2013
Louisiana,RED RIVER PARISH,569,2013
Louisiana,MOREHOUSE PARISH,2068,2013
Louisiana,ORLEANS PARISH,19685,2013
Louisiana,TERREBONNE PARISH,6730,2013
Louisiana,CALCASIEU PARISH,14352,2013
Louisiana,CLAIBORNE PARISH,1151,2013
Louisiana,AVOYELLES PARISH,2836,2013
Louisiana,ASSUMPTION PARISH,1560,2013
Louisiana,POINTE COUPEE PARISH,1355,2013
Louisiana,VERMILION PARISH,3304,2013
Louisiana,LAFOURCHE PARISH,4555,2013
Louisiana,CONCORDIA PARISH,1387,2013
Louisiana,LA SALLE PARISH,1050,2013
Arkansas,SALINE,10509,2013
Arkansas,VAN BUREN,1901,2013
Arkansas,IZARD,1605,2013
California,SANTA BARBARA,26102,2013
California,IMPERIAL,6405,2013
California,ALAMEDA,63738,2013
California,NAPA,9410,2013
California,SAN FRANCISCO,29478,2013
California,COLUSA,1126,2013
California,KINGS,10609,2013
California,FRESNO,42944,2013
California,ORANGE,131229,2013
California,SUTTER,6740,2013
California,SAN JOAQUIN,35277,2013
Colorado,ARCHULETA,1162,2013
Colorado,HUERFANO,832,2013
Colorado,CHAFFEE,2264,2013
Colorado,GARFIELD,3465,2013
Colorado,MINERAL,111,2013
Colorado,SEDGWICK,230,2013
Colorado,CUSTER,790,2013
Colorado,ADAMS,27662,2013
Colorado,LAKE,516,2013
Colorado,PITKIN,950,2013
Colorado,CHEYENNE,137,2013
Colorado,DOLORES,169,2013
Colorado,LARIMER,22809,2013
Colorado,SAN MIGUEL,396,2013
Colorado,ELBERT,2328,2013
Colorado,YUMA,630,2013
Colorado,SUMMIT,1417,2013
Colorado,DELTA,3493,2013
Connecticut,WINDHAM,9457,2013
Connecticut,MIDDLESEX,11973,2013
Florida,WASHINGTON,2088,2013
Florida,BREVARD,68817,2013
Florida,LAKE,34327,2013
Florida,POLK,51949,2013
Florida,GLADES,1205,2013
Florida,JACKSON,5114,2013
Florida,SEMINOLE,30528,2013
Florida,BAY,22243,2013
Florida,GULF,1384,2013
Florida,OSCEOLA,16395,2013
Florida,WALTON,6636,2013
Florida,JEFFERSON,1753,2013
Florida,HARDEE,1388,2013
Florida,ORANGE,66314,2013
Florida,GILCHRIST,1815,2013
Florida,ALACHUA,17015,2013
Indiana,PERRY,1406,2013
Indiana,PIKE,1066,2013
Indiana,PULASKI,884,2013
Indiana,STEUBEN,2665,2013
Indiana,WARREN,673,2013
Indiana,WELLS,1840,2013
Indiana,DECATUR,1959,2013
Indiana,DELAWARE,8635,2013
Indiana,JEFFERSON,2668,2013
Indiana,JENNINGS,2203,2013
Indiana,MIAMI,3454,2013
Indiana,MORGAN,5557,2013
Indiana,NEWTON,986,2013
Indiana,SAINT JOSEPH,18001,2013
Indiana,KOSCIUSKO,4941,2013
Indiana,SWITZERLAND,882,2013
Indiana,VANDERBURGH,13397,2013
Indiana,CARROLL,1694,2013
Indiana,MONROE,7448,2013
Indiana,FOUNTAIN,1261,2013
Indiana,STARKE,1825,2013
Indiana,CRAWFORD,814,2013
Indiana,GREENE,3065,2013
Indiana,MARION,57036,2013
Iowa,BENTON,2160,2013
Iowa,DUBUQUE,7057,2013
Iowa,FREMONT,776,2013
Iowa,POCAHONTAS,668,2013
Iowa,TAYLOR,511,2013
Iowa,VAN BUREN,668,2013
Iowa,RINGGOLD,401,2013
Iowa,ADAMS,353,2013
Iowa,AUDUBON,557,2013
Iowa,CLARKE,695,2013
Iowa,DAVIS,717,2013
Iowa,IDA,626,2013
Iowa,JOHNSON,6630,2013
