State,County/ Congressional District,Veteran Population,Year
Illinois,SHELBY,2429,2011
Illinois,CHAMPAIGN,11185,2011
Illinois,CALHOUN,533,2011
Illinois,FORD,1339,2011
Illinois,JO DAVIESS,2296,2011
Illinois,KENDALL,5727,2011
Illinois,LAWRENCE,1379,2011
Illinois,MARION,3754,2011
Illinois,MASON,1353,2011
Illinois,IROQUOIS,2494,2011
Illinois,CLAY,1064,2011
Illinois,GALLATIN,535,2011
Illinois,MONROE,2515,2011
Illinois,PEORIA,14112,2011
Iowa,JACKSON,1831,2011
California,SAN DIEGO,240577,2011
California,TULARE,19068,2011
California,YOLO,10517,2011
California,HUMBOLDT,10750,2011
California,NEVADA,10316,2011
California,ALPINE,92,2011
California,MADERA,8247,2011
California,MENDOCINO,7134,2011
California,SANTA CRUZ,13170,2011
California,TRINITY,1762,2011
California,LOS ANGELES,354430,2011
California,RIVERSIDE,140659,2011
California,SAN BERNARDINO,112983,2011
California,SANTA CLARA,71576,2011
California,MARIN,16181,2011
California,PLACER,30257,2011
California,SISKIYOU,4896,2011
California,SHASTA,18107,2011
California,SOLANO,35653,2011
California,DEL NORTE,3181,2011
California,GLENN,1926,2011
California,BUTTE,20170,2011
California,PLUMAS,2658,2011
California,SAN LUIS OBISPO,22514,2011
California,KERN,45995,2011
California,VENTURA,49356,2011
California,CALAVERAS,5752,2011
California,SAN MATEO,34680,2011
California,TUOLUMNE,5870,2011
California,AMADOR,5210,2011
Colorado,PHILLIPS,379,2011
Colorado,DENVER,35047,2011
Colorado,KIOWA,116,2011
Colorado,BACA,339,2011
Colorado,GILPIN,610,2011
Colorado,KIT CARSON,895,2011
Colorado,GUNNISON,1232,2011
Colorado,JEFFERSON,44571,2011
Colorado,OURAY,524,2011
Colorado,RIO BLANCO,621,2011
Colorado,WELD,17167,2011
Colorado,CONEJOS,672,2011
Colorado,COSTILLA,446,2011
Colorado,DOUGLAS,19942,2011
Colorado,EAGLE,1737,2011
Colorado,LA PLATA,4085,2011
Colorado,MOFFAT,1219,2011
Colorado,RIO GRANDE,1006,2011
Colorado,BENT,694,2011
Colorado,CROWLEY,733,2011
Colorado,SAN JUAN,83,2011
Iowa,LEE,3674,2011
Iowa,WARREN,3829,2011
Iowa,PLYMOUTH,2230,2011
Iowa,CLAY,1503,2011
Iowa,DELAWARE,1371,2011
Iowa,WAYNE,702,2011
Iowa,SCOTT,12742,2011
Kansas,SHERMAN,380,2011
Kansas,THOMAS,513,2011
Kansas,MORRIS,660,2011
Kansas,ROOKS,484,2011
Kansas,CLARK,181,2011
Kansas,HARPER,509,2011
Kansas,LYON,2163,2011
Kansas,PAWNEE,668,2011
Kansas,COMANCHE,151,2011
Kansas,GOVE,221,2011
Kansas,HARVEY,2186,2011
Kansas,GRAY,290,2011
Kansas,CHASE,258,2011
Kansas,GRANT,200,2011
Kansas,LOGAN,216,2011
Kansas,POTTAWATOMIE,1727,2011
Kansas,BUTLER,5629,2011
Kansas,SALINE,4880,2011
Kansas,WABAUNSEE,587,2011
Kansas,WOODSON,376,2011
Kansas,OSBORNE,370,2011
Kansas,FINNEY,1665,2011
Kansas,KIOWA,265,2011
Kansas,WASHINGTON,619,2011
Kansas,MORTON,238,2011
Kansas,BARTON,2039,2011
Kansas,DONIPHAN,671,2011
Kansas,LANE,130,2011
Kansas,MARION,1009,2011
Kansas,BROWN,898,2011
Kansas,RILEY,4944,2011
Kansas,DICKINSON,2199,2011
Kentucky,GARRARD,1258,2011
Kentucky,CAMPBELL,6166,2011
Kentucky,GRANT,1728,2011
Kentucky,LOGAN,2064,2011
Kentucky,MERCER,1563,2011
Colorado,JACKSON,239,2011
Colorado,LOGAN,2204,2011
Colorado,MONTEZUMA,2512,2011
Colorado,TELLER,3231,2011
Colorado,BOULDER,16178,2011
Colorado,LAS ANIMAS,1443,2011
Colorado,LINCOLN,644,2011
Colorado,ROUTT,1339,2011
Colorado,ALAMOSA,1201,2011
Colorado,CLEAR CREEK,868,2011
Colorado,FREMONT,6383,2011
Minnesota,SHERBURNE,6360,2011
Minnesota,WADENA,1278,2011
Minnesota,BENTON,2760,2011
Minnesota,CARVER,4970,2011
Minnesota,FREEBORN,3057,2011
Minnesota,ITASCA,4968,2011
Minnesota,MCLEOD,3039,2011
Minnesota,POPE,1039,2011
Minnesota,RAMSEY,30516,2011
Minnesota,STEVENS,689,2011
Minnesota,SWIFT,823,2011
Minnesota,WINONA,3463,2011
Minnesota,COTTONWOOD,934,2011
Minnesota,SCOTT,7326,2011
Minnesota,DODGE,1484,2011
Minnesota,WABASHA,2043,2011
Minnesota,PIPESTONE,825,2011
Minnesota,CROW WING,6271,2011
Minnesota,NORMAN,661,2011
Minnesota,WRIGHT,8095,2011
Minnesota,NICOLLET,2043,2011
Minnesota,DOUGLAS,3489,2011
Minnesota,KITTSON,454,2011
Minnesota,LE SUEUR,2186,2011
Minnesota,CHISAGO,4465,2011
Minnesota,REDWOOD,1473,2011
Minnesota,TODD,2092,2011
Minnesota,BELTRAMI,3695,2011
Minnesota,HOUSTON,1597,2011
Minnesota,LAC QUI PARLE,675,2011
Minnesota,OTTER TAIL,5965,2011
Minnesota,WASECA,1572,2011
Minnesota,ANOKA,24540,2011
Minnesota,DAKOTA,28899,2011
Minnesota,LINCOLN,583,2011
Minnesota,MARSHALL,811,2011
Minnesota,MILLE LACS,2476,2011
Minnesota,WASHINGTON,16331,2011
Minnesota,CARLTON,3339,2011
Minnesota,KANABEC,1530,2011
Kentucky,UNION,1378,2011
Kentucky,CALLOWAY,2547,2011
Kentucky,DAVIESS,7808,2011
Kentucky,HENDERSON,3253,2011
Kentucky,JACKSON,756,2011
Kentucky,MEADE,3334,2011
Kentucky,OLDHAM,4335,2011
Kentucky,ROCKCASTLE,1282,2011
Kentucky,ALLEN,1521,2011
Kentucky,BULLITT,6443,2011
Kentucky,FULTON,610,2011
Kentucky,KNOTT,904,2011
Kentucky,MUHLENBERG,2179,2011
Kentucky,WOLFE,537,2011
Kentucky,BELL,1790,2011
Kentucky,CUMBERLAND,552,2011
Kentucky,LEE,444,2011
Kentucky,EDMONSON,910,2011
Kentucky,BRACKEN,535,2011
Illinois,WINNEBAGO,22417,2011
Illinois,PIATT,1551,2011
Illinois,PULASKI,585,2011
Illinois,SCHUYLER,886,2011
Illinois,STARK,501,2011
Illinois,EDGAR,1924,2011
Illinois,BOND,1414,2011
Illinois,BOONE,3468,2011
Illinois,BUREAU,3017,2011
Illinois,CARROLL,1470,2011
Illinois,COLES,4027,2011
Illinois,CRAWFORD,1944,2011
Illinois,JERSEY,2341,2011
Illinois,PUTNAM,653,2011
Illinois,DE WITT,1507,2011
Illinois,FAYETTE,1612,2011
Illinois,LEE,3092,2011
Illinois,LOGAN,2450,2011
Illinois,MACOUPIN,4862,2011
Illinois,RICHLAND,1502,2011
Illinois,WASHINGTON,1441,2011
Illinois,MONTGOMERY,3247,2011
Illinois,ADAMS,6345,2011
Illinois,CLINTON,3693,2011
Illinois,EDWARDS,614,2011
Illinois,JEFFERSON,3737,2011
Illinois,VERMILION,7810,2011
Illinois,WILLIAMSON,6280,2011
Illinois,CLARK,1472,2011
Illinois,EFFINGHAM,2812,2011
Illinois,FULTON,3334,2011
Illinois,HAMILTON,719,2011
Illinois,HENRY,4543,2011
Illinois,JOHNSON,1284,2011
Illinois,LAKE,36977,2011
Illinois,LIVINGSTON,3071,2011
Illinois,SCOTT,460,2011
Illinois,CASS,1094,2011
Illinois,WARREN,1323,2011
Indiana,HUNTINGTON,2685,2011
Indiana,LAPORTE,9942,2011
Indiana,WHITE,2484,2011
Indiana,JASPER,2737,2011
Indiana,MARTIN,991,2011
Indiana,SHELBY,3983,2011
Indiana,RIPLEY,2405,2011
Indiana,SULLIVAN,1837,2011
Indiana,TIPTON,1446,2011
Indiana,VIGO,8642,2011
Indiana,WARRICK,5232,2011
Indiana,DEKALB,3244,2011
Indiana,BARTHOLOMEW,5639,2011
Indiana,RUSH,1669,2011
Indiana,FULTON,1660,2011
Indiana,LAKE,35392,2011
Indiana,NOBLE,3590,2011
Indiana,ADAMS,1962,2011
Indiana,FAYETTE,2164,2011
Indiana,HENDRICKS,10692,2011
Indiana,DUBOIS,2846,2011
Indiana,GRANT,6137,2011
Indiana,HANCOCK,5995,2011
Indiana,HOWARD,7027,2011
Florida,MARTIN,17518,2011
Florida,SARASOTA,48765,2011
Florida,CITRUS,22257,2011
Florida,SANTA ROSA,20294,2011
Florida,BROWARD,98788,2011
Florida,MONROE,7986,2011
Georgia,UNION,2708,2011
Georgia,WHITE,2487,2011
Georgia,PAULDING,9732,2011
Georgia,RICHMOND,20700,2011
Georgia,BERRIEN,1394,2011
Georgia,BARROW,5045,2011
Georgia,CLINCH,380,2011
Colorado,PUEBLO,15415,2011
Colorado,MONTROSE,3572,2011
Colorado,MORGAN,1913,2011
Colorado,PARK,1776,2011
Colorado,SAGUACHE,503,2011
Colorado,MESA,14503,2011
Colorado,PROWERS,954,2011
Colorado,HINSDALE,119,2011
Colorado,EL PASO,77508,2011
Colorado,WASHINGTON,375,2011
Colorado,GRAND,1418,2011
Colorado,ARAPAHOE,43567,2011
Colorado,OTERO,1685,2011
Colorado,BROOMFIELD,4242,2011
Delaware,NEW CASTLE,38920,2011
Delaware,SUSSEX,21476,2011
Delaware,KENT,17197,2011
District Of Columbia,DISTRICT OF COLUMBIA,31119,2011
Connecticut,NEW HAVEN,55301,2011
Connecticut,LITCHFIELD,15886,2011
Connecticut,HARTFORD,57628,2011
Connecticut,NEW LONDON,26181,2011
Connecticut,TOLLAND,11229,2011
Connecticut,FAIRFIELD,45204,2011
Florida,DUVAL,85927,2011
Florida,BRADFORD,2879,2011
Florida,CLAY,25909,2011
Florida,LAFAYETTE,986,2011
Florida,NASSAU,9686,2011
Florida,PINELLAS,101437,2011
Florida,SAINT LUCIE,27006,2011
Florida,HENDRY,2097,2011
Florida,INDIAN RIVER,16153,2011
Florida,PALM BEACH,108136,2011
Florida,SAINT JOHNS,18986,2011
Florida,MIAMI-DADE,64090,2011
Florida,FLAGLER,11228,2011
Florida,FRANKLIN,1512,2011
Florida,HAMILTON,1463,2011
Florida,LIBERTY,734,2011
Florida,SUMTER,17267,2011
Florida,GADSDEN,3330,2011
Florida,HOLMES,2065,2011
Florida,LEE,67341,2011
Florida,MARION,43527,2011
Florida,COLLIER,31653,2011
Florida,OKEECHOBEE,3540,2011
Florida,PASCO,52936,2011
Georgia,GRADY,1696,2011
Georgia,WHITFIELD,5523,2011
Georgia,MACON,884,2011
Georgia,HARRIS,3334,2011
Georgia,WORTH,1686,2011
Georgia,DOOLY,1234,2011
Georgia,WEBSTER,109,2011
Georgia,GLASCOCK,285,2011
Georgia,CHATHAM,24609,2011
Georgia,JOHNSON,943,2011
Georgia,MADISON,2131,2011
Georgia,TIFT,2349,2011
Georgia,TALBOT,619,2011
Georgia,TERRELL,757,2011
Georgia,WILKINSON,644,2011
Georgia,RANDOLPH,565,2011
Georgia,WARE,2698,2011
Georgia,WILCOX,698,2011
Georgia,IRWIN,1017,2011
Georgia,BACON,556,2011
Georgia,BURKE,1582,2011
Georgia,CHATTAHOOCHEE,713,2011
Georgia,DECATUR,1773,2011
Georgia,HABERSHAM,3175,2011
Georgia,MCINTOSH,1585,2011
Georgia,MONROE,2143,2011
Georgia,TALIAFERRO,103,2011
Georgia,BRYAN,3770,2011
Georgia,CAMDEN,6645,2011
Georgia,CRAWFORD,1058,2011
Georgia,COFFEE,2673,2011
Georgia,GILMER,2567,2011
Georgia,WALTON,5699,2011
Georgia,DODGE,1769,2011
Florida,HIGHLANDS,13787,2011
Florida,SUWANNEE,4249,2011
Florida,DESOTO,2941,2011
Florida,CALHOUN,1587,2011
Florida,COLUMBIA,8106,2011
Florida,DIXIE,2056,2011
Florida,PUTNAM,8969,2011
Florida,UNION,1888,2011
Florida,MANATEE,34437,2011
Florida,LEVY,4885,2011
Florida,BAKER,2014,2011
Florida,VOLUSIA,57007,2011
Florida,LEON,18421,2011
Florida,MADISON,1743,2011
Kentucky,NELSON,3489,2011
Kentucky,MARION,1329,2011
Kentucky,BOONE,8584,2011
Kentucky,KNOX,2099,2011
Kentucky,LETCHER,1199,2011
Kentucky,PIKE,3446,2011
Kentucky,GALLATIN,517,2011
Louisiana,VERNON PARISH,6061,2011
Louisiana,SABINE PARISH,2062,2011
Louisiana,JEFFERSON DAVIS PARISH,2268,2011
Louisiana,WEST FELICIANA PARISH,1356,2011
Louisiana,BIENVILLE PARISH,1256,2011
Louisiana,CAMERON PARISH,659,2011
Louisiana,PLAQUEMINES PARISH,1825,2011
Louisiana,WASHINGTON PARISH,3738,2011
Louisiana,ACADIA PARISH,3428,2011
Louisiana,SAINT TAMMANY PARISH,21055,2011
Louisiana,CADDO PARISH,20476,2011
Louisiana,ASCENSION PARISH,6560,2011
Louisiana,IBERIA PARISH,4534,2011
Louisiana,SAINT HELENA PARISH,679,2011
Louisiana,DE SOTO PARISH,2217,2011
Louisiana,RED RIVER PARISH,613,2011
Louisiana,MOREHOUSE PARISH,2010,2011
Louisiana,TERREBONNE PARISH,6824,2011
Louisiana,CLAIBORNE PARISH,1270,2011
Louisiana,ASSUMPTION PARISH,1497,2011
Louisiana,VERMILION PARISH,3447,2011
Louisiana,CONCORDIA PARISH,1120,2011
Maine,OXFORD,6360,2011
Maryland,ALLEGANY,7479,2011
Maryland,ANNE ARUNDEL,56554,2011
Maryland,CALVERT,8934,2011
Maryland,MONTGOMERY,50929,2011
Maryland,SAINT MARY'S,12639,2011
Maryland,DORCHESTER,3199,2011
Maryland,CECIL,9224,2011
Massachusetts,BARNSTABLE,24097,2011
Massachusetts,BERKSHIRE,11153,2011
Massachusetts,PLYMOUTH,38083,2011
Massachusetts,NORFOLK,40877,2011
Massachusetts,NANTUCKET,619,2011
Michigan,MONROE,12271,2011
Michigan,HILLSDALE,3821,2011
Michigan,OCEANA,2548,2011
Michigan,CLARE,3209,2011
Indiana,OHIO,587,2011
Indiana,OWEN,1989,2011
Indiana,PARKE,1583,2011
Indiana,RANDOLPH,2079,2011
Indiana,WHITLEY,2468,2011
Indiana,BENTON,710,2011
Indiana,BROWN,1590,2011
Indiana,CLINTON,2225,2011
Indiana,PUTNAM,3327,2011
Indiana,UNION,548,2011
Indiana,WASHINGTON,2261,2011
Indiana,DAVIESS,2020,2011
Indiana,DEARBORN,3863,2011
Indiana,HENRY,4812,2011
Indiana,KNOX,3151,2011
Indiana,LAWRENCE,4187,2011
Indiana,MADISON,11073,2011
Indiana,PERRY,1573,2011
Indiana,PIKE,1221,2011
Indiana,PULASKI,847,2011
Indiana,STEUBEN,2716,2011
Indiana,WARREN,707,2011
Indiana,WELLS,1872,2011
Indiana,DECATUR,1823,2011
Indiana,DELAWARE,8918,2011
Indiana,JEFFERSON,2713,2011
Indiana,JENNINGS,2282,2011
Indiana,MIAMI,3695,2011
Indiana,MORGAN,5511,2011
Indiana,NEWTON,1209,2011
Indiana,SAINT JOSEPH,19575,2011
Indiana,KOSCIUSKO,5407,2011
Indiana,SWITZERLAND,845,2011
Indiana,VANDERBURGH,14263,2011
Indiana,CARROLL,1849,2011
Indiana,MONROE,7523,2011
Indiana,FOUNTAIN,1326,2011
Indiana,STARKE,1791,2011
Indiana,CRAWFORD,907,2011
Indiana,GREENE,3177,2011
Indiana,MARION,59999,2011
Iowa,BENTON,2399,2011
Iowa,DUBUQUE,7069,2011
Iowa,FREMONT,776,2011
Iowa,POCAHONTAS,793,2011
Iowa,TAYLOR,695,2011
Iowa,VAN BUREN,736,2011
Iowa,RINGGOLD,464,2011
Iowa,ADAMS,411,2011
Iowa,AUDUBON,640,2011
Iowa,CLARKE,684,2011
Iowa,DAVIS,716,2011
Iowa,IDA,666,2011
Iowa,JOHNSON,7086,2011
Iowa,MONROE,709,2011
Iowa,WAPELLO,2977,2011
Iowa,SIOUX,1897,2011
Iowa,CALHOUN,1097,2011
Iowa,CARROLL,1658,2011
Iowa,CERRO GORDO,3839,2011
Iowa,GREENE,855,2011
Iowa,HARDIN,1619,2011
Iowa,LUCAS,756,2011
Iowa,LYON,697,2011
Florida,ESCAMBIA,35940,2011
Florida,HERNANDO,22936,2011
Florida,HILLSBOROUGH,98023,2011
Florida,OKALOOSA,30694,2011
Florida,TAYLOR,2427,2011
Florida,WAKULLA,3643,2011
Georgia,LUMPKIN,2430,2011
Georgia,MCDUFFIE,1295,2011
Georgia,MILLER,468,2011
Georgia,MORGAN,1509,2011
Georgia,HEARD,904,2011
Georgia,OCONEE,2108,2011
Georgia,DOUGHERTY,7571,2011
Georgia,FANNIN,2515,2011
Georgia,HENRY,17496,2011
Georgia,HOUSTON,18150,2011
Georgia,LAURENS,3623,2011
Georgia,LONG,1630,2011
Georgia,SPALDING,5379,2011
Georgia,STEPHENS,1836,2011
Georgia,TELFAIR,792,2011
Georgia,UPSON,2153,2011
Georgia,WASHINGTON,1272,2011
Georgia,PEACH,2249,2011
Georgia,PIERCE,1473,2011
Georgia,PIKE,1323,2011
Georgia,SCREVEN,957,2011
Georgia,TATTNALL,2137,2011
Georgia,WALKER,6321,2011
Georgia,GWINNETT,41488,2011
Georgia,CHARLTON,1273,2011
Georgia,BARTOW,6479,2011
Georgia,DOUGLAS,10911,2011
Georgia,JEFF DAVIS,853,2011
Georgia,HANCOCK,661,2011
Georgia,CALHOUN,400,2011
Georgia,TROUP,4606,2011
Georgia,BIBB,11943,2011
Georgia,MARION,818,2011
Georgia,SCHLEY,218,2011
Georgia,BLECKLEY,973,2011
Georgia,EVANS,703,2011
Georgia,FRANKLIN,1454,2011
Georgia,EFFINGHAM,4685,2011
Georgia,LAMAR,1630,2011
Georgia,EMANUEL,1460,2011
Georgia,QUITMAN,203,2011
Georgia,JASPER,924,2011
Georgia,LANIER,646,2011
Georgia,LIBERTY,9645,2011
Georgia,MITCHELL,1696,2011
Georgia,SEMINOLE,583,2011
Georgia,TWIGGS,585,2011
Georgia,POLK,2971,2011
Georgia,TAYLOR,649,2011
Georgia,THOMAS,3435,2011
Georgia,TOOMBS,2114,2011
Georgia,MONTGOMERY,735,2011
Georgia,OGLETHORPE,888,2011
Georgia,ROCKDALE,6907,2011
Georgia,WAYNE,2223,2011
Georgia,WHEELER,507,2011
Georgia,BALDWIN,3426,2011
Michigan,KEWEENAW,344,2011
Michigan,OTTAWA,14976,2011
Michigan,ALPENA,2862,2011
Michigan,MIDLAND,6298,2011
Michigan,OGEMAW,2428,2011
Michigan,CRAWFORD,1626,2011
Michigan,GRATIOT,3091,2011
Michigan,LENAWEE,8128,2011
Colorado,LAKE,497,2011
Colorado,PITKIN,1041,2011
Colorado,CHEYENNE,128,2011
Colorado,DOLORES,184,2011
Colorado,LARIMER,22395,2011
Colorado,SAN MIGUEL,382,2011
Colorado,ELBERT,2226,2011
Colorado,YUMA,598,2011
Colorado,SUMMIT,1408,2011
Colorado,DELTA,3597,2011
Minnesota,GRANT,617,2011
Minnesota,MAHNOMEN,439,2011
Minnesota,YELLOW MEDICINE,923,2011
Minnesota,BLUE EARTH,4324,2011
Minnesota,LAKE OF THE WOODS,502,2011
Minnesota,SAINT LOUIS,18541,2011
Minnesota,STEARNS,11207,2011
Minnesota,LYON,1696,2011
Minnesota,RENVILLE,1358,2011
Minnesota,COOK,763,2011
Connecticut,WINDHAM,10485,2011
Connecticut,MIDDLESEX,13218,2011
Florida,WASHINGTON,2599,2011
Florida,BREVARD,72530,2011
Florida,LAKE,36739,2011
Florida,POLK,54153,2011
Florida,GLADES,1161,2011
Florida,JACKSON,5420,2011
Florida,SEMINOLE,31727,2011
Florida,BAY,22136,2011
Florida,GULF,1832,2011
Florida,OSCEOLA,16569,2011
Florida,WALTON,6400,2011
Florida,JEFFERSON,1793,2011
Florida,HARDEE,1548,2011
Florida,ORANGE,67052,2011
Florida,GILCHRIST,1776,2011
Florida,ALACHUA,17113,2011
Florida,CHARLOTTE,25669,2011
Iowa,WINNEBAGO,1009,2011
Iowa,PALO ALTO,882,2011
Iowa,SHELBY,1070,2011
Iowa,APPANOOSE,981,2011
Iowa,HENRY,1638,2011
Iowa,IOWA,1219,2011
Iowa,JASPER,2984,2011
Iowa,PAGE,1587,2011
Iowa,WINNESHIEK,1509,2011
Iowa,POWESHIEK,1579,2011
Iowa,POTTAWATTAMIE,8128,2011
Iowa,MARSHALL,3880,2011
Iowa,CLAYTON,1672,2011
Iowa,BOONE,2465,2011
Iowa,BREMER,2076,2011
Iowa,BUENA VISTA,1250,2011
Iowa,HOWARD,792,2011
Iowa,EMMET,793,2011
Iowa,GUTHRIE,900,2011
Iowa,HANCOCK,849,2011
Iowa,MADISON,1266,2011
Iowa,MARION,2448,2011
Iowa,WRIGHT,1167,2011
Iowa,CASS,1246,2011
Iowa,CRAWFORD,1118,2011
Iowa,FAYETTE,2008,2011
Iowa,HARRISON,1318,2011
Iowa,MILLS,1733,2011
Iowa,MONONA,1109,2011
Iowa,OSCEOLA,497,2011
Iowa,WEBSTER,3619,2011
Iowa,STORY,4536,2011
Iowa,BLACK HAWK,10209,2011
Iowa,GRUNDY,1074,2011
Iowa,JONES,2211,2011
Iowa,MITCHELL,1126,2011
Iowa,MONTGOMERY,910,2011
Iowa,SAC,949,2011
Iowa,MAHASKA,1700,2011
Iowa,BUCHANAN,1627,2011
Iowa,CLINTON,4621,2011
Iowa,DECATUR,608,2011
Iowa,JEFFERSON,1250,2011
Iowa,ALLAMAKEE,1380,2011
Iowa,LINN,17289,2011
Iowa,DALLAS,3844,2011
Iowa,O'BRIEN,1191,2011
Kansas,STANTON,103,2011
Kansas,MEADE,408,2011
Kansas,MONTGOMERY,2998,2011
Kansas,PRATT,838,2011
Kansas,RAWLINS,253,2011
Kansas,ANDERSON,734,2011
Kansas,ELLSWORTH,523,2011
Kansas,GEARY,4324,2011
Kansas,FORD,1685,2011
Kansas,RUSSELL,649,2011
Kansas,MARSHALL,967,2011
Kansas,ALLEN,1276,2011
Kansas,CHEYENNE,312,2011
Kansas,COWLEY,3008,2011
Kansas,ELK,298,2011
Kansas,FRANKLIN,2184,2011
Kansas,HODGEMAN,125,2011
Michigan,MACKINAC,1308,2011
Michigan,HOUGHTON,3108,2011
Michigan,LAKE,1477,2011
Michigan,PRESQUE ISLE,1581,2011
Michigan,KALAMAZOO,16194,2011
Michigan,NEWAYGO,4390,2011
Michigan,CALHOUN,11883,2011
Michigan,KENT,35312,2011
Michigan,SAGINAW,15513,2011
Michigan,BAY,9305,2011
Michigan,DELTA,4335,2011
Minnesota,KOOCHICHING,1327,2011
Minnesota,MORRISON,3018,2011
Minnesota,STEELE,2513,2011
Minnesota,AITKIN,2325,2011
Minnesota,MURRAY,858,2011
Minnesota,KANDIYOHI,3370,2011
Minnesota,ROCK,855,2011
Minnesota,TRAVERSE,416,2011
Minnesota,HENNEPIN,67750,2011
Georgia,BANKS,1390,2011
Georgia,BULLOCH,4611,2011
Georgia,CLARKE,5826,2011
Georgia,CLAY,240,2011
Georgia,ECHOLS,224,2011
Georgia,GLYNN,8163,2011
Georgia,DEKALB,40812,2011
Georgia,HARALSON,1763,2011
Minnesota,CHIPPEWA,1014,2011
Minnesota,CLEARWATER,953,2011
Minnesota,ISANTI,2920,2011
Minnesota,MOWER,3328,2011
Minnesota,OLMSTED,9710,2011
Alabama,SAINT CLAIR,7212,2011
Alabama,BALDWIN,20254,2011
Alabama,HOUSTON,9263,2011
Alabama,TUSCALOOSA,12388,2011
Alabama,COFFEE,5936,2011
Alabama,PIKE,2272,2011
Alabama,CHAMBERS,2923,2011
Alabama,MONTGOMERY,20957,2011
Alabama,HENRY,1465,2011
Alabama,TALLAPOOSA,3641,2011
Alabama,WILCOX,460,2011
Alaska,KODIAK ISLAND,1082,2011
Alaska,NORTH SLOPE,570,2011
Alaska,FAIRBANKS NORTH STAR,11584,2011
Alaska,NOME,663,2011
Alaska,YAKUTAT,50,2011
Alaska,SOUTHEAST FAIRBANKS,1051,2011
Alaska,ALEUTIANS EAST,82,2011
Alaska,KENAI PENINSULA,5776,2011
Alaska,PETERSBURG,394,2011
Alaska,WRANGELL,302,2011
Georgia,JACKSON,3720,2011
Georgia,JEFFERSON,1321,2011
Georgia,JONES,1966,2011
Georgia,LINCOLN,810,2011
Georgia,MURRAY,2163,2011
Georgia,MUSCOGEE,20615,2011
Georgia,PULASKI,834,2011
Georgia,RABUN,1708,2011
Georgia,STEWART,383,2011
Georgia,TOWNS,1401,2011
Georgia,TREUTLEN,355,2011
Georgia,TURNER,613,2011
Georgia,ATKINSON,493,2011
Georgia,APPLING,1082,2011
Georgia,BRANTLEY,1386,2011
Georgia,BEN HILL,1337,2011
Georgia,CATOOSA,5081,2011
Georgia,CHATTOOGA,1641,2011
Georgia,COLUMBIA,13129,2011
Georgia,FLOYD,7212,2011
Georgia,FORSYTH,9744,2011
Georgia,HART,2073,2011
Georgia,LOWNDES,8950,2011
Georgia,MERIWETHER,1479,2011
Georgia,PUTNAM,2139,2011
Georgia,SUMTER,1718,2011
Georgia,WARREN,503,2011
Georgia,BAKER,153,2011
Georgia,BUTTS,1587,2011
Georgia,CANDLER,704,2011
Georgia,CARROLL,7508,2011
Georgia,EARLY,757,2011
Georgia,CRISP,1477,2011
Georgia,COWETA,10869,2011
Georgia,COBB,47138,2011
Georgia,DADE,1407,2011
Georgia,WILKES,670,2011
Georgia,BROOKS,1267,2011
Georgia,GORDON,3364,2011
Georgia,ELBERT,1425,2011
Georgia,FAYETTE,12188,2011
Georgia,JENKINS,426,2011
Georgia,NEWTON,7270,2011
Georgia,GREENE,1269,2011
Georgia,COLQUITT,2537,2011
Georgia,DAWSON,1987,2011
Georgia,CLAYTON,19117,2011
Georgia,HALL,10303,2011
Hawaii,HONOLULU,81902,2011
Hawaii,MAUI,11024,2011
Hawaii,KALAWAO,1,2011
Idaho,ONEIDA,411,2011
Idaho,GEM,1590,2011
Idaho,VALLEY,1337,2011
Idaho,ADAMS,483,2011
Iowa,WOODBURY,7886,2011
Wyoming,SWEETWATER,4018,2011
Wyoming,PLATTE,1049,2011
Wyoming,SHERIDAN,3070,2011
Wyoming,BIG HORN,1196,2011
Wyoming,CROOK,673,2011
Wyoming,PARK,2946,2011
Wyoming,ALBANY,2207,2011
Wyoming,CARBON,1777,2011
Wyoming,GOSHEN,1152,2011
Wyoming,UINTA,1558,2011
Wyoming,WASHAKIE,875,2011
Wyoming,HOT SPRINGS,599,2011
Wyoming,FREMONT,3858,2011
Wyoming,SUBLETTE,811,2011
Wyoming,WESTON,657,2011
Puerto Rico,GUAYANILLA,529,2011
Puerto Rico,JUNCOS,1083,2011
Puerto Rico,SABANA GRANDE,969,2011
Puerto Rico,ADJUNTAS,405,2011
Puerto Rico,GUANICA,732,2011
Puerto Rico,MANATI,1079,2011
Puerto Rico,NAGUABO,872,2011
New York,LEWIS,2557,2011
New York,WESTCHESTER,42573,2011
New York,DELAWARE,4473,2011
New York,MONTGOMERY,4202,2011
New York,RICHMOND,21416,2011
New York,SAINT LAWRENCE,8625,2011
New York,TOMPKINS,5117,2011
New York,WARREN,6044,2011
New York,CORTLAND,3637,2011
New York,DUTCHESS,20054,2011
New York,MONROE,46529,2011
New York,ONEIDA,20655,2011
New York,ULSTER,12953,2011
New York,CHEMUNG,8424,2011
New York,LIVINGSTON,5116,2011
New York,OTSEGO,5238,2011
New York,GREENE,4664,2011
New York,ALBANY,20729,2011
New York,ALLEGANY,4456,2011
New York,CATTARAUGUS,7384,2011
New York,MADISON,6162,2011
New York,SCHENECTADY,11926,2011
New York,GENESEE,4621,2011
New York,YATES,2004,2011
North Carolina,GREENE,1650,2011
North Carolina,MITCHELL,1058,2011
North Carolina,CHOWAN,1163,2011
North Carolina,ALLEGHANY,836,2011
North Carolina,CALDWELL,5962,2011
