State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,Year
Kentucky,WOLFE,451,3845,1561,0,103,0,0,3,2177,199,2010
Kentucky,WOODFORD,1949,9793,3989,0,391,0,0,459,4954,540,2010
Louisiana,ACADIA,3907,16738,8091,0,534,0,0,265,7848,1372,2010
Louisiana,ALLEN,1788,8429,3994,0,161,0,0,28,4245,569,2010
Louisiana,ASCENSION,5803,20524,11113,0,1685,0,0,128,7598,1138,2010
Louisiana,ASSUMPTION,1177,4727,2718,0,129,0,0,44,1836,355,2010
Louisiana,AVOYELLES,2819,18763,9559,0,393,0,0,106,8704,1127,2010
Louisiana,BEAUREGARD,3024,17287,10637,0,1102,0,0,275,5273,882,2010
Louisiana,BIENVILLE,1130,7765,3556,0,146,0,0,41,4022,400,2010
Louisiana,BOSSIER,12142,74373,42844,0,6221,0,0,1027,24281,3506,2010
Louisiana,CADDO,20376,137811,56487,6188,6916,0,3696,1363,63162,6455,2010
Louisiana,CALCASIEU,15160,54189,26091,0,3722,0,0,870,23506,3148,2010
Louisiana,CALDWELL,717,3986,2365,0,80,0,0,131,1410,248,2010
Louisiana,CAMERON,532,1308,853,0,75,0,0,20,360,68,2010
Louisiana,CATAHOULA,624,5473,2191,0,77,0,0,93,3112,314,2010
Louisiana,CLAIBORNE,1385,6149,3418,0,150,0,0,132,2449,347,2010
Louisiana,CONCORDIA,1338,8638,4152,0,119,0,0,48,4319,531,2010
Louisiana,DE SOTO,1771,10622,4960,0,465,0,0,259,4939,593,2010
Louisiana,EAST BATON ROUGE,29069,107792,55425,572,10078,0,544,2067,39106,5540,2010
Louisiana,EAST CARROLL,537,1821,1118,0,26,0,0,20,657,121,2010
Louisiana,EAST FELICIANA,1841,8047,4678,0,218,0,0,253,2898,352,2010
Louisiana,EVANGELINE,2099,9877,5554,0,307,0,0,139,3877,596,2010
Louisiana,FRANKLIN,1319,8396,5005,0,207,0,0,21,3163,545,2010
Louisiana,GRANT,1868,12964,6398,0,274,0,0,59,6233,779,2010
Louisiana,IBERIA,4944,16782,10003,0,824,0,0,166,5789,1239,2010
Louisiana,IBERVILLE,1928,8197,4398,0,461,0,0,155,3183,469,2010
Louisiana,JACKSON,1283,7328,4581,0,265,0,0,46,2436,398,2010
Louisiana,JEFFERSON,28475,126401,62185,0,7680,0,0,2355,54181,5290,2010
Louisiana,JEFFERSON DAVIS,2028,12938,6910,0,202,0,0,117,5708,755,2010
Louisiana,LAFAYETTE,12760,49382,26689,0,4518,0,0,1186,16988,3568,2010
Louisiana,LAFOURCHE,5589,19541,10684,0,830,0,0,401,7626,1418,2010
Louisiana,LA SALLE,965,5255,2941,0,168,0,0,52,2094,317,2010
Louisiana,LINCOLN,2301,14075,8104,0,1139,0,0,231,4602,658,2010
Louisiana,LIVINGSTON,7745,27636,14926,0,1732,0,0,227,10750,1564,2010
Louisiana,MADISON,671,3642,1950,0,49,0,0,47,1597,258,2010
Louisiana,MOREHOUSE,2088,9717,5603,0,409,0,0,44,3661,700,2010
Louisiana,NATCHITOCHES,2666,17053,9101,0,762,0,0,157,7032,916,2010
Louisiana,ORLEANS,11186,171124,46842,18532,7547,0,22708,1955,73539,5809,2010
Louisiana,OUACHITA,9643,56269,32198,0,2568,0,0,970,20532,3554,2010
Louisiana,PLAQUEMINES,1050,6606,3107,0,1015,0,0,77,2407,237,2010
Louisiana,POINTE COUPEE,1580,5913,3096,0,104,0,0,36,2677,345,2010
Louisiana,RAPIDES,10557,107336,42527,0,2692,0,1898,565,59653,4993,2010
Louisiana,RED RIVER,544,2934,1700,0,73,0,0,33,1127,147,2010
Louisiana,RICHLAND,1154,6563,3590,0,104,0,0,113,2755,437,2010
Louisiana,SABINE,2055,11859,6895,0,354,0,0,77,4533,691,2010
Louisiana,ST. BERNARD,1647,7765,3470,0,519,0,0,60,3716,353,2010
Louisiana,ST. CHARLES,3736,12925,5769,0,874,0,0,137,6145,556,2010
Louisiana,ST. HELENA,772,4353,2488,0,188,0,0,68,1609,180,2010
Louisiana,ST. JAMES,1202,5820,2752,0,170,0,0,82,2815,324,2010
Louisiana,ST. JOHN THE BAPTIST,3556,18856,9381,0,922,0,0,124,8428,883,2010
Louisiana,ST. LANDRY,5330,27759,16079,0,1105,0,0,227,10348,1815,2010
Louisiana,ST. MARTIN,3103,11369,7197,0,631,0,0,43,3499,917,2010
Louisiana,ST. MARY,2967,11168,5342,0,560,0,0,193,5073,973,2010
Louisiana,ST. TAMMANY,23566,75987,42114,0,5090,0,0,1311,27472,3722,2010
Louisiana,TANGIPAHOA,8485,35122,15412,0,1971,0,0,883,16856,1999,2010
Louisiana,TENSAS,428,1947,965,0,33,0,0,143,806,111,2010
Louisiana,TERREBONNE,6554,20996,10700,0,1474,0,0,198,8623,1676,2010
Louisiana,UNION,1630,8676,4881,0,182,0,0,216,3397,600,2010
Louisiana,VERMILION,3261,12810,7991,0,456,0,0,166,4198,953,2010
Louisiana,VERNON,5314,39150,24063,0,4186,0,0,403,10498,1778,2010
Louisiana,WASHINGTON,3812,19504,11009,0,532,0,0,222,7742,1160,2010
Louisiana,WEBSTER,3268,19635,9267,0,595,0,0,276,9497,1152,2010
Louisiana,WEST BATON ROUGE,1259,6539,3345,0,256,0,0,60,2877,328,2010
Louisiana,WEST CARROLL,754,3432,1892,0,129,0,0,87,1324,261,2010
Louisiana,WEST FELICIANA,1249,2298,842,0,107,0,0,34,1315,110,2010
Louisiana,WINN,1353,6741,3892,0,119,0,0,11,2719,413,2010
Massachusetts,BARNSTABLE,25686,77382,43073,931,3854,0,2395,3653,23476,4794,2010
Massachusetts,BERKSHIRE,10547,35894,18354,0,1220,0,0,897,15422,1913,2010
Massachusetts,BRISTOL,35883,136599,70701,0,6882,0,0,1997,57019,7518,2010
Massachusetts,DUKES,1431,2257,1526,0,62,0,0,126,544,178,2010
Massachusetts,ESSEX,44554,154772,74802,0,10754,0,0,4576,64640,8566,2010
Massachusetts,FRANKLIN,5936,25011,12361,0,1049,0,0,516,11086,1576,2010
Massachusetts,HAMPDEN,32475,125931,64378,0,11122,0,0,2699,47732,6970,2010
Massachusetts,HAMPSHIRE,10799,68634,22150,65,2773,0,1779,915,40952,2747,2010
Massachusetts,MIDDLESEX,73175,373467,142240,0,23963,0,7094,10674,189497,14093,2010
Massachusetts,NANTUCKET,674,823,392,0,20,0,0,53,358,63,2010
Massachusetts,NORFOLK,39045,179791,82948,0,10264,0,0,5412,81167,7936,2010
Massachusetts,PLYMOUTH,37634,203127,77624,0,8002,0,1999,4068,111434,7601,2010
Massachusetts,SUFFOLK,22503,239779,64003,5958,23368,0,18754,2408,125287,6124,2010
Massachusetts,WORCESTER,53382,197864,101290,0,11794,0,0,4888,79891,9643,2010
Maryland,ALLEGANY,7724,30733,15076,0,1105,0,0,499,14053,2248,2010
Maryland,ANNE ARUNDEL,59218,180052,93816,0,31435,0,0,4539,50262,6884,2010
Maryland,BALTIMORE,63541,208906,76326,0,20310,0,0,4945,107324,11280,2010
Maryland,CALVERT,10433,22976,12627,0,4117,0,0,1143,5088,783,2010
Maryland,CAROLINE,3091,8724,4120,0,789,0,0,129,3687,521,2010
Maryland,CARROLL,14380,26710,13967,0,3644,0,0,942,8157,1251,2010
Maryland,CECIL,9858,77195,16167,20,2002,0,3479,552,54975,2291,2010
Maryland,CHARLES,16530,64773,38047,0,14595,0,0,925,11207,2110,2010
Maryland,DORCHESTER,2818,12781,4773,0,362,0,0,161,7485,941,2010
Maryland,FREDERICK,21262,52678,27290,0,8328,0,0,1227,15834,2251,2010
Maryland,GARRETT,2861,10497,6376,0,304,0,0,173,3644,694,2010
Maryland,HARFORD,26056,93179,42774,0,8424,0,0,2058,39923,4103,2010
Maryland,HOWARD,22646,55693,27231,0,12301,0,0,2183,13977,1953,2010
Maryland,KENT,2167,6799,2753,0,328,0,0,301,3417,303,2010
Maryland,MONTGOMERY,50208,141858,71565,0,27235,0,0,9974,33084,5107,2010
Maryland,PRINCE GEORGE'S,68075,319139,154996,0,39090,0,0,3858,121195,12551,2010
Maryland,QUEEN ANNE'S,4754,9238,4277,0,1028,0,0,277,3656,561,2010
Maryland,ST. MARY'S,12564,38687,22265,0,9025,0,0,1031,6366,1367,2010
Maryland,SOMERSET,2467,7424,3862,0,457,0,0,28,3076,464,2010
Maryland,TALBOT,3954,9977,4728,0,414,0,0,337,4499,726,2010
Maryland,WASHINGTON,12471,50860,21058,0,3432,0,0,663,25707,2819,2010
Maryland,WICOMICO,8092,27136,12308,0,2938,0,0,423,11467,1652,2010
Maryland,WORCESTER,6069,13247,6489,0,853,0,0,495,5409,977,2010
Maryland,BALTIMORE (CITY),39996,314997,71865,8218,12585,0,31631,1922,188777,12196,2010
Maine,ANDROSCOGGIN,10992,56380,31761,0,4598,0,0,417,19603,3154,2010
Maine,AROOSTOOK,8133,50067,33032,0,1442,0,0,302,15292,3109,2010
Maine,CUMBERLAND,24309,95049,54598,0,9778,0,0,2356,28318,4941,2010
Maine,FRANKLIN,3147,16709,8959,0,595,0,0,180,6974,1102,2010
Maine,HANCOCK,5940,24265,15664,0,1261,0,0,357,6983,1325,2010
Maine,KENNEBEC,13234,140488,55795,9871,5003,0,18292,624,50903,4892,2010
Maine,KNOX,4845,22302,11233,0,410,0,0,525,10133,1234,2010
Maine,LINCOLN,4400,22610,12063,0,435,0,0,616,9497,1247,2010
Maine,OXFORD,6143,30850,17332,0,1437,0,0,364,11717,1919,2010
Maine,PENOBSCOT,14380,88327,52312,0,8023,0,0,1172,26820,4442,2010
Maine,PISCATAQUIS,2286,14580,8917,0,299,0,0,212,5152,798,2010
Maine,SAGADAHOC,4928,22420,14268,0,1323,0,0,296,6534,1049,2010
Maine,SOMERSET,5628,36356,20163,0,573,0,0,171,15448,1968,2010
Maine,WALDO,4017,22652,12474,0,566,0,0,244,9368,1148,2010
Maine,WASHINGTON,4042,26475,16625,0,655,0,0,239,8957,1403,2010
Maine,YORK,22127,74199,44862,0,3415,0,0,1205,24717,4288,2010
Michigan,ALCONA,1675,6938,4145,0,97,0,0,51,2646,510,2010
Michigan,ALGER,1017,5148,3047,0,161,0,0,86,1854,351,2010
Michigan,ALLEGAN,8520,20814,10320,0,1161,0,0,454,8880,1400,2010
Michigan,ALPENA,3050,11126,5460,0,392,0,0,80,5193,953,2010
Michigan,ANTRIM,2673,7109,4339,0,201,0,0,146,2424,487,2010
Michigan,ARENAC,1659,6264,3193,0,160,0,0,79,2832,376,2010
Michigan,BARAGA,968,4372,1891,0,100,0,0,20,2361,302,2010
Michigan,BARRY,5060,16320,7448,0,756,0,0,198,7919,959,2010
Michigan,BAY,9241,29960,14997,0,1399,0,0,483,13081,1955,2010
Michigan,BENZIE,1845,5410,3298,0,179,0,0,161,1772,380,2010
Michigan,BERRIEN,12028,36932,17471,0,1983,0,0,643,16836,2929,2010
Michigan,BRANCH,3735,12824,6379,0,409,0,0,52,5985,776,2010
Michigan,CALHOUN,11430,79221,29249,0,1912,0,0,792,47269,3221,2010
Michigan,CASS,4611,11338,5652,0,464,0,0,195,5027,1143,2010
Michigan,CHARLEVOIX,2830,5574,2908,0,166,0,0,254,2246,542,2010
Michigan,CHEBOYGAN,2559,10172,6593,0,307,0,0,63,3209,715,2010
Michigan,CHIPPEWA,3821,14796,8637,0,928,0,0,403,4828,928,2010
Michigan,CLARE,3574,15517,7304,0,417,0,1153,253,6390,928,2010
Michigan,CLINTON,4981,10494,6173,0,1273,0,0,311,2737,551,2010
Michigan,CRAWFORD,1790,5248,2741,0,175,0,0,55,2276,391,2010
Michigan,DELTA,4074,23471,10528,0,725,0,0,221,11997,1394,2010
Michigan,DICKINSON,2671,30643,7830,407,396,0,1600,201,20209,1292,2010
Michigan,EATON,8499,22317,12584,0,1999,0,0,444,7289,1155,2010
Michigan,EMMET,3081,7552,4330,0,252,0,0,171,2799,564,2010
Michigan,GENESEE,31231,86183,47649,0,5933,0,0,1618,30983,4064,2010
Michigan,GLADWIN,2836,10677,5548,0,273,0,0,71,4785,669,2010
Michigan,GOGEBIC,2132,9996,4389,0,271,0,0,205,5131,791,2010
Michigan,GRAND TRAVERSE,7495,21694,12942,0,1590,0,0,638,6524,1452,2010
Michigan,GRATIOT,3000,10977,5832,0,429,0,0,89,4627,627,2010
Michigan,HILLSDALE,3621,12785,6297,0,483,0,0,168,5837,807,2010
Michigan,HOUGHTON,2935,13388,5949,0,1145,0,0,240,6054,891,2010
Michigan,HURON,2886,9820,4804,0,255,0,0,253,4508,684,2010
Michigan,INGHAM,15805,47136,24648,0,5909,0,0,1001,15577,2556,2010
Michigan,IONIA,4388,12222,6215,0,1066,0,0,212,4729,674,2010
Michigan,IOSCO,3863,13514,7448,0,253,0,0,187,5626,1015,2010
Michigan,IRON,1369,11282,4210,0,93,0,0,74,6904,669,2010
Michigan,ISABELLA,3932,12090,6165,0,1550,0,0,180,4196,718,2010
Michigan,JACKSON,12410,41814,22237,0,2137,0,0,799,16641,2650,2010
Michigan,KALAMAZOO,15071,60021,23097,146,5024,0,4217,1374,26164,2988,2010
Michigan,KALKASKA,1831,6254,3468,0,164,0,0,64,2558,413,2010
Michigan,KENT,35894,110885,57404,0,10602,0,0,2764,40115,7570,2010
Michigan,KEWEENAW,303,919,453,0,10,0,0,20,437,115,2010
Michigan,LAKE,1315,5578,3200,0,94,0,0,21,2263,339,2010
Michigan,LAPEER,7321,16147,9868,0,1069,0,0,282,4927,1046,2010
Michigan,LEELANAU,2550,5256,3406,0,222,0,0,140,1488,447,2010
Michigan,LENAWEE,8516,28751,14425,0,1507,0,0,296,12523,1666,2010
Michigan,LIVINGSTON,12694,32179,15792,0,2393,0,0,1208,12785,1642,2010
Michigan,LUCE,753,2190,1457,0,45,0,0,16,671,103,2010
Michigan,MACKINAC,1099,4735,2818,0,215,0,0,38,1663,291,2010
Michigan,MACOMB,59071,157229,88749,0,12217,0,0,3772,52490,7641,2010
Michigan,MANISTEE,2534,8571,4891,0,240,0,0,118,3323,612,2010
Michigan,MARQUETTE,6797,33970,19989,0,2335,0,0,308,11338,1832,2010
Michigan,MASON,3043,8291,4804,0,465,0,0,104,2918,465,2010
Michigan,MECOSTA,3834,9201,5349,0,1045,0,0,58,2750,578,2010
Michigan,MENOMINEE,2729,14005,6841,0,381,0,0,98,6685,1025,2010
Michigan,MIDLAND,6204,20642,9743,0,1104,0,0,393,9402,1232,2010
Michigan,MISSAUKEE,1359,5450,2956,0,199,0,0,56,2238,297,2010
Michigan,MONROE,12160,32510,15573,0,1978,0,0,600,14360,1686,2010
Michigan,MONTCALM,5080,13478,7759,0,669,0,0,201,4848,859,2010
Michigan,MONTMORENCY,1081,4625,2696,0,89,0,0,38,1801,315,2010
Michigan,MUSKEGON,14623,39519,23054,0,2557,0,0,721,13187,2846,2010
Michigan,NEWAYGO,4333,13314,7658,0,591,0,0,95,4970,948,2010
Michigan,OAKLAND,70715,197821,107413,3354,12942,0,1570,7340,65202,10015,2010
Michigan,OCEANA,2518,5802,3815,0,263,0,0,87,1637,395,2010
Michigan,OGEMAW,2533,9966,4855,0,215,0,0,123,4774,672,2010
Michigan,ONTONAGON,993,5975,2766,0,105,0,0,7,3098,411,2010
Michigan,OSCEOLA,2167,7185,3865,0,274,0,0,75,2972,469,2010
Michigan,OSCODA,1134,4712,2555,0,100,0,0,42,2015,291,2010
Michigan,OTSEGO,2321,6814,3960,0,156,0,0,140,2558,484,2010
Michigan,OTTAWA,16296,32837,17291,0,3895,0,0,944,10707,2566,2010
Michigan,PRESQUE ISLE,1944,5086,2929,0,196,0,0,59,1902,449,2010
Michigan,ROSCOMMON,2854,11191,5647,0,333,0,0,240,4971,701,2010
Michigan,SAGINAW,15046,65977,25651,0,2421,0,2553,498,34854,3636,2010
Michigan,ST. CLAIR,14129,37334,21486,0,2188,0,0,808,12852,2755,2010
Michigan,ST. JOSEPH,4508,11987,5626,0,732,0,0,302,5328,898,2010
Michigan,SANILAC,3501,12282,6330,0,534,0,0,165,5253,976,2010
Michigan,SCHOOLCRAFT,1033,4016,2161,0,48,0,0,15,1792,304,2010
Michigan,SHIAWASSEE,5706,16806,8855,0,1270,0,0,270,6411,910,2010
Michigan,TUSCOLA,4703,15784,7570,0,737,0,0,178,7299,963,2010
Michigan,VAN BUREN,6219,18323,9210,0,1086,0,0,327,7700,1066,2010
Michigan,WASHTENAW,17389,106170,26278,1106,8612,0,9832,1608,58735,3012,2010
Michigan,WAYNE,112004,466792,175780,20186,19455,0,31092,6894,213384,22141,2010
Michigan,WEXFORD,2766,10437,5696,0,641,0,0,51,4049,657,2010
Minnesota,AITKIN,2340,10029,4729,0,125,0,0,50,5124,914,2010
Minnesota,ANOKA,26038,98913,45839,0,7937,0,0,1338,43800,6000,2010
Minnesota,BECKER,3104,18151,9312,0,538,0,0,121,8180,1216,2010
Minnesota,BELTRAMI,3435,20240,10802,0,1092,0,0,173,8173,1223,2010
Minnesota,BENTON,2997,23553,9248,0,1000,0,0,155,13150,1362,2010
Minnesota,BIG STONE,443,2380,1119,0,58,0,0,14,1189,254,2010
Minnesota,BLUE EARTH,4339,18225,8815,0,2170,0,0,550,6690,973,2010
Minnesota,BROWN,2286,10339,5986,0,378,0,0,292,3682,884,2010
Minnesota,CARLTON,2948,19163,11751,0,902,0,0,182,6329,942,2010
Minnesota,CARVER,4932,13625,6807,0,1245,0,0,366,5206,903,2010
Minnesota,CASS,3365,21940,12011,0,512,0,0,220,9197,1432,2010
Minnesota,CHIPPEWA,1010,5921,2189,0,155,0,0,63,3514,551,2010
Minnesota,CHISAGO,4025,16933,8796,0,1184,0,0,302,6651,909,2010
Minnesota,CLAY,3934,23850,9298,0,1448,0,0,224,12880,1581,2010
Minnesota,CLEARWATER,825,4844,2387,0,100,0,0,22,2336,334,2010
Minnesota,COOK,537,2186,1498,0,53,0,0,90,545,119,2010
Minnesota,COTTONWOOD,952,4658,2258,0,93,0,0,68,2240,378,2010
Minnesota,CROW WING,5929,35761,19922,0,1306,0,0,335,14197,2676,2010
Minnesota,DAKOTA,29671,117290,57334,0,10537,0,0,2546,46873,6237,2010
Minnesota,DODGE,1459,4609,2423,0,286,0,0,73,1827,308,2010
Minnesota,DOUGLAS,3417,15986,7563,0,516,0,0,240,7667,1452,2010
Minnesota,FARIBAULT,1320,5095,2665,0,133,0,0,128,2169,356,2010
Minnesota,FILLMORE,1590,5801,2973,0,242,0,0,222,2363,373,2010
Minnesota,FREEBORN,2649,12668,7127,0,317,0,0,234,4991,913,2010
Minnesota,GOODHUE,4020,15653,7557,0,809,0,0,272,7015,902,2010
Minnesota,GRANT,520,2396,1445,0,32,0,0,34,885,193,2010
Minnesota,HENNEPIN,66779,384628,115679,2257,30322,0,79298,8448,148623,15067,2010
Minnesota,HOUSTON,1851,8222,4280,0,283,0,0,27,3632,706,2010
Minnesota,HUBBARD,2252,12217,5936,0,393,0,0,215,5672,806,2010
Minnesota,ISANTI,3247,15522,7024,0,1021,0,0,178,7299,1022,2010
Minnesota,ITASCA,5128,25065,15632,0,538,0,0,282,8613,1706,2010
Minnesota,JACKSON,993,3516,1835,0,122,0,0,96,1463,283,2010
Minnesota,KANABEC,1523,9947,4541,0,228,0,0,56,5122,603,2010
Minnesota,KANDIYOHI,3119,15819,8677,0,501,0,0,304,6337,1378,2010
Minnesota,KITTSON,445,2161,1046,0,60,0,0,33,1021,175,2010
Minnesota,KOOCHICHING,1183,5219,3038,0,194,0,0,68,1918,342,2010
Minnesota,LAC QUI PARLE,613,3068,1733,0,74,0,0,19,1241,342,2010
Minnesota,LAKE,1315,7006,4682,0,202,0,0,128,1994,386,2010
Minnesota,LAKE OF THE WOODS,590,2213,1088,0,9,0,0,8,1108,168,2010
Minnesota,LE SUEUR,1934,9281,4376,0,394,0,0,193,4318,558,2010
Minnesota,LINCOLN,459,2407,1039,0,68,0,0,13,1287,160,2010
Minnesota,LYON,1692,7287,3054,0,484,0,0,62,3687,556,2010
Minnesota,MC LEOD,3040,11306,5346,0,665,0,0,155,5139,1008,2010
Minnesota,MAHNOMEN,396,2421,1261,0,11,0,0,6,1143,128,2010
Minnesota,MARSHALL,672,3344,1971,0,49,0,0,33,1290,335,2010
Minnesota,MARTIN,1822,10170,5991,0,278,0,0,186,3715,797,2010
Minnesota,MEEKER,2106,10916,4950,0,272,0,0,173,5521,733,2010
Minnesota,MILLE LACS,2494,15910,7475,0,474,0,0,141,7820,1031,2010
Minnesota,MORRISON,3026,23103,11542,0,976,0,0,98,10488,1600,2010
Minnesota,MOWER,3382,14302,8881,0,507,0,0,239,4676,774,2010
Minnesota,MURRAY,747,3781,1696,0,54,0,0,163,1868,317,2010
Minnesota,NICOLLET,2193,9814,5233,0,835,0,0,216,3530,681,2010
Minnesota,NOBLES,1466,5983,2299,0,164,0,0,115,3405,538,2010
Minnesota,NORMAN,587,4244,1894,0,60,0,0,151,2139,304,2010
Minnesota,OLMSTED,9854,24160,13575,0,2756,0,0,645,7183,1618,2010
Minnesota,OTTER TAIL,5579,31496,15953,0,739,0,0,350,14454,2241,2010
Minnesota,PENNINGTON,1104,4697,2314,0,220,0,0,56,2107,367,2010
Minnesota,PINE,2775,17548,8644,0,469,0,0,104,8332,842,2010
Minnesota,PIPESTONE,674,2368,903,0,59,0,0,22,1385,254,2010
Minnesota,POLK,2436,12333,5274,0,556,0,0,206,6297,956,2010
Minnesota,POPE,1089,5017,2392,0,142,0,0,68,2415,402,2010
Minnesota,RAMSEY,30360,119876,49804,0,10458,0,0,3298,56316,6189,2010
Minnesota,RED LAKE,407,1103,487,0,42,0,0,2,571,111,2010
Minnesota,REDWOOD,1353,8213,4445,0,197,0,0,81,3490,439,2010
Minnesota,RENVILLE,1425,6252,3647,0,142,0,0,85,2377,486,2010
Minnesota,RICE,4382,15646,7654,0,1082,0,0,326,6583,841,2010
Minnesota,ROCK,684,3816,1682,0,220,0,0,66,1848,272,2010
Minnesota,ROSEAU,1216,4495,2237,0,111,0,0,84,2063,387,2010
Minnesota,ST. LOUIS,17049,75347,43371,0,5429,0,0,1784,24763,4969,2010
Minnesota,SCOTT,7767,35099,14454,0,8126,0,0,413,12106,1733,2010
Minnesota,SHERBURNE,5995,30624,13803,0,2001,0,0,326,14494,2014,2010
Minnesota,SIBLEY,1299,4255,2192,0,278,0,0,38,1747,326,2010
Minnesota,STEARNS,11356,109266,38946,5685,4481,0,2238,608,57307,5250,2010
Minnesota,STEELE,2785,9277,4854,0,517,0,0,291,3615,664,2010
Minnesota,STEVENS,620,2691,1105,0,125,0,0,168,1292,258,2010
Minnesota,SWIFT,995,4338,2243,0,120,0,0,45,1931,358,2010
Minnesota,TODD,2235,14313,7673,0,369,0,0,360,5911,922,2010
Minnesota,TRAVERSE,348,1682,867,0,80,0,0,4,731,119,2010
Minnesota,WABASHA,1818,7979,4567,0,383,0,0,125,2905,574,2010
Minnesota,WADENA,1153,7605,3882,0,234,0,0,59,3430,585,2010
Minnesota,WASECA,1720,5857,3103,0,305,0,0,79,2370,343,2010
Minnesota,WASHINGTON,16172,55438,27639,0,5260,0,0,1452,21087,2711,2010
Minnesota,WATONWAN,794,4007,2197,0,257,0,0,26,1527,357,2010
Minnesota,WILKIN,477,2057,1049,0,45,0,0,79,884,171,2010
Minnesota,WINONA,3601,10661,6048,0,1056,0,0,227,3330,873,2010
Minnesota,WRIGHT,7879,31088,15160,0,2223,0,0,411,13295,2088,2010
Minnesota,YELLOW MEDICINE,773,5190,2761,0,108,0,0,44,2277,430,2010
Missouri,ADAIR,1389,6660,3159,0,356,0,0,50,3095,548,2010
Missouri,ANDREW,1705,4510,2369,0,161,0,0,40,1940,404,2010
Missouri,ATCHISON,642,2570,949,0,74,0,0,35,1511,146,2010
Missouri,AUDRAIN,2135,12067,4964,0,209,0,0,233,6662,956,2010
Missouri,BARRY,2982,13005,7268,0,330,0,0,90,5317,1048,2010
Missouri,BARTON,1007,3900,1871,0,150,0,0,50,1829,339,2010
Missouri,BATES,1503,6299,3004,0,145,0,0,31,3119,424,2010
Missouri,BENTON,2946,16101,8013,0,297,0,0,203,7588,945,2010
Missouri,BOLLINGER,1330,6254,3269,0,122,0,0,64,2799,388,2010
Missouri,BOONE,9868,72357,21848,6459,5003,0,2904,965,35179,3126,2010
Missouri,BUCHANAN,7776,31271,13256,0,1781,0,0,460,15773,2161,2010
Missouri,BUTLER,4240,43867,16244,0,688,0,1657,714,24564,2119,2010
Missouri,CALDWELL,1014,3917,1711,0,76,0,0,8,2122,311,2010
Missouri,CALLAWAY,4241,20353,9532,0,779,0,0,170,9872,1271,2010
Missouri,CAMDEN,5059,22647,10200,0,605,0,0,230,11612,1673,2010
Missouri,CAPE GIRARDEAU,6481,24447,13216,0,1493,0,0,305,9433,1751,2010
Missouri,CARROLL,883,4026,1967,0,93,0,0,6,1959,296,2010
Missouri,CARTER,607,3697,1921,0,72,0,0,1,1703,196,2010
Missouri,CASS,9570,34143,16704,0,2727,0,0,473,14239,2115,2010
Missouri,CEDAR,1682,7567,4042,0,94,0,0,40,3392,612,2010
Missouri,CHARITON,832,3223,1539,0,60,0,0,36,1588,283,2010
Missouri,CHRISTIAN,7030,23407,14077,0,1980,0,0,181,7170,1658,2010
Missouri,CLARK,679,2927,1410,0,64,0,0,13,1439,203,2010
Missouri,CLAY,19598,63068,29372,0,5161,0,0,695,27839,3963,2010
Missouri,CLINTON,2047,8233,3907,0,319,0,0,69,3937,681,2010
Missouri,COLE,7141,23234,11272,0,1541,0,4,658,9759,1651,2010
Missouri,COOPER,1339,9036,3353,0,202,0,0,53,5428,535,2010
Missouri,CRAWFORD,2787,10004,5143,0,324,0,0,36,4502,681,2010
Missouri,DADE,843,3981,2016,0,101,0,0,70,1793,291,2010
Missouri,DALLAS,1754,7776,4681,0,175,0,0,30,2890,462,2010
Missouri,DAVIESS,822,3500,1673,0,109,0,0,8,1710,271,2010
Missouri,DE KALB,1466,4302,1684,0,189,0,0,43,2386,281,2010
Missouri,DENT,1611,8245,4954,0,237,0,0,25,3029,433,2010
Missouri,DOUGLAS,1258,3853,3111,0,122,0,0,27,593,107,2010
Missouri,DUNKLIN,2263,13699,7161,0,239,0,0,33,6267,835,2010
Missouri,FRANKLIN,8040,24989,13043,0,1596,0,0,561,9790,1513,2010
Missouri,GASCONADE,1721,5480,3006,0,89,0,0,73,2311,434,2010
Missouri,GENTRY,602,2345,1117,0,69,0,0,24,1135,178,2010
Missouri,GREENE,22879,79334,43731,0,8074,0,373,1353,25803,5743,2010
Missouri,GRUNDY,789,3803,1689,0,161,0,0,40,1912,312,2010
Missouri,HARRISON,871,3234,1419,0,40,0,0,128,1647,265,2010
Missouri,HENRY,2562,11262,6118,0,389,0,0,88,4667,773,2010
Missouri,HICKORY,1313,5269,3097,0,21,0,0,38,2113,352,2010
Missouri,HOLT,559,1819,724,0,55,0,0,54,987,144,2010
Missouri,HOWARD,830,4679,2146,0,86,0,0,92,2355,305,2010
Missouri,HOWELL,4097,19159,10961,0,707,0,0,37,7454,1386,2010
Missouri,IRON,1217,6035,3241,0,83,0,0,146,2566,334,2010
Missouri,JACKSON,50183,271180,97175,663,12754,0,15615,3226,141748,14256,2010
Missouri,JASPER,9108,36321,18957,0,2051,0,0,480,14833,2944,2010
Missouri,JEFFERSON,19655,59956,28469,0,4615,0,0,1085,25787,3385,2010
Missouri,JOHNSON,5817,25835,14344,0,4090,0,0,283,7118,1217,2010
Missouri,KNOX,334,5413,625,1816,27,0,1044,32,1870,158,2010
Missouri,LACLEDE,3381,18514,11439,0,1077,0,0,234,5764,982,2010
Missouri,LAFAYETTE,3208,11862,6102,0,628,0,0,204,4928,873,2010
