State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,Year
Pennsylvania,PERRY,4204,15436,8334,0,1153,0,0,46,5904,812,2012
Pennsylvania,PHILADELPHIA,77224,600433,198228,2691,38263,0,120272,4156,236824,19812,2012
Pennsylvania,PIKE,5837,22801,11239,0,1607,0,0,436,9519,1275,2012
Pennsylvania,POTTER,1767,8153,3872,0,246,0,0,62,3973,586,2012
Pennsylvania,SCHUYLKILL,14479,55327,28566,0,3170,0,0,1002,22589,3961,2012
Pennsylvania,SNYDER,2728,6053,3361,0,511,0,0,106,2074,496,2012
Pennsylvania,SOMERSET,6783,26232,14348,0,1671,0,0,402,9811,1930,2012
Pennsylvania,SULLIVAN,836,2094,1058,0,60,0,0,19,958,204,2012
Pennsylvania,SUSQUEHANNA,3997,15647,7965,0,621,0,0,132,6929,875,2012
Pennsylvania,TIOGA,4416,18658,9604,0,962,0,0,80,8011,1280,2012
Pennsylvania,UNION,3533,7502,4894,0,740,0,0,214,1654,492,2012
Pennsylvania,VENANGO,5548,21950,8794,0,1189,0,0,295,11673,2038,2012
Pennsylvania,WARREN,4376,17011,7825,0,592,0,0,94,8499,1612,2012
Pennsylvania,WASHINGTON,18698,57880,27498,0,4142,0,0,1197,25043,4027,2012
Pennsylvania,WAYNE,4949,17700,9978,0,935,0,0,427,6360,1021,2012
Pennsylvania,WESTMORELAND,34990,109438,50115,0,9542,0,0,2683,47098,8304,2012
Pennsylvania,WYOMING,2527,9599,5404,0,509,0,0,136,3549,484,2012
Pennsylvania,YORK,37981,101276,49047,0,12130,0,0,2281,37818,7468,2012
Rhode Island,BRISTOL,3903,21693,9015,0,976,0,0,516,11186,1053,2012
Rhode Island,KENT,13965,71494,34531,0,5393,0,0,1188,30383,3921,2012
